cmavo_composite,freq,dubious,eleven,not_found,notes
gi'ebabo,119,,,1,CMAVO
gi'ebajeri'abo,1,,,1,CMAVO
gi'ebazibo,13,,,1,CMAVO
gi'ebo,11,,,1,CMAVO
gi'eca,2,,,1,CMAVO
gi'eca'e,4,,,1,CMAVO
gi'eca'obo,4,,,1,CMAVO4
gi'ecabo,21,,,1,CMAVO
gi'ega'i,5,,,1,CMAVO4
gi'eja'ebo,14,,,1,CMAVO
gi'eji'a,10,,,1,CMAVO4
gi'eji'aku'ipe'i,2,,,1,CMAVO
gi'eju'a,2,,,1,CMAVO4
gi'eki'ubo,3,,,1,CMAVO
gi'eku'i,102,,,1,CMAVO
gi'eku'iji'a,2,,,1,CMAVO
gi'ekuki,2,,,1,CMAVO
gi'ela'a,3,,,1,CMAVO
gi'emu'ibo,9,,,1,CMAVO
gi'enai,262,,,1,CMAVO
gi'enaiba'obo,5,,,1,CMAVO4
gi'enaibabo,1,,,1,CMAVO4
gi'enaicabo,4,,,1,CMAVO4
gi'enaidu,5,,,1,CMAVO4
gi'enaiku'i,9,,,1,CMAVO
gi'enaipe'i,5,,,1,CMAVO4
gi'enaiseni'ibo,1,,,1,CMAVO4
gi'enapubo,1,,,1,CMAVO4
gi'epa'abo,1,,,1,CMAVO4
gi'epe'i,8,,,1,CMAVO
gi'eri'abo,4,,,1,CMAVO
gi'eseki'ubo,21,,,1,CMAVO
gi'esemu'ibo,13,,,1,CMAVO
gi'eseni'ibo,18,,,1,CMAVO
gi'eseri'abo,27,,,1,CMAVO
gi'esu'anai,6,,,1,CMAVO
gi'eza'a,5,,,1,CMAVO
gi'ikau,3,,,1,CMAVO
gi'onai,41,,,1,CMAVO
gi'onaikaunai,2,,,1,CMAVO4
gi'onaike,1,,,1,CMAVO
gi'ubo,1,,,1,CMAVO
gi'uda,1,,,1,CMAVO
gi'uke,1,,,1,CMAVO
giba,1,,,1,CMAVO
giba'obo,1,,,1,CMAVO
gibabo,5,,,1,CMAVO
gibo,1,,,1,CMAVO
gica'obo,2,,,1,CMAVO
gicabo,4,,,1,CMAVO4
gicai,1,question_mark,,1,CMAVO
gice'ogi,2,,,1,CMAVO4
gide,4,,,1,CMAVO
gidi,9,,,1,CMAVO
*gienai,6,,,1,CMAVO
gifa'u,7,,,1,CMAVO
giga,4,question_mark,,1,CMAVO
gige,32,question_mark,,1,CMAVO
gigege,2,question_mark,,1,CMAVO
gigei,1,question_mark,,1,CMAVO
gigo,9,,,1,CMAVO
gijai,1,question_mark,,1,CMAVO
giji'a,2,,,1,CMAVO
giku'i,7,,,1,CMAVO
gila,1,question_mark,,1,CMAVO
gile,3,question_mark,,1,CMAVO
gimi,12,,,1,CMAVO
ginai,73,,,1,CMAVO
*gionai,4,,,1,CMAVO
gipa'agi,1,,,1,CMAVO4
gira,1,,,1,CMAVO
giri'a,2,,,1,CMAVO
gisemaubo,3,,,1,CMAVO
gisemu'i,2,,,1,CMAVO
gita,16,question_mark,,1,CMAVO
giti,1,,,1,CMAVO
gitu,2,,,1,CMAVO
givi,2,,,1,CMAVO
gizu'unai,3,,,1,CMAVO
go'ara'o,2,,,1,CMAVO
go'eje'u,7,,,1,CMAVO4
go'era'o,3,,,1,CMAVO
go'icai,3,,,1,CMAVO
go'icu,1,question_mark,,1,CMAVO4
go'iji'a,1,,,1,CMAVO
go'ili'i,1,,,1,CMAVO
go'ira'o,96,,,1,CMAVO
go'ixino,2,,,1,CMAVO
go'ixire,1,,,1,CMAVO4
goda,1,,,1,CMAVO
gode,339,question_mark,,1,CMAVO
godo,1,,,1,CMAVO
goida,2,,,1,CMAVO
goiko'a,1,,,1,CMAVO4
gola,5,,,1,CMAVO
gole,2,,,1,CMAVO
golova,1,question_mark,,1,CMAVO
golove,1,question_mark,,1,CMAVO
golovu,1,question_mark,,1,CMAVO
gomera,18,question_mark,,1,CMAVO
gonai,32,,,1,CMAVO
gono,2,question_mark,,1,CMAVO
gopei,1,question_mark,,1,CMAVO
gora,7,,,1,CMAVO
gorau,1,question_mark,,1,CMAVO
gore,172,question_mark,,1,CMAVO
goro,1,question_mark,,1,CMAVO
gory,4,,11,1,CMAVO
gota,3,question_mark,,1,CMAVO
govi,7,question_mark,,1,CMAVO
gu'anai,1,,,1,CMAVO
gu'enai,1,,11,1,CMAVO
gu'erubusy'abu,2,,,,LEhAVLA
guda,1,,,1,CMAVO
guga,121,,,1,CMAVO
guko,2,,,1,CMAVO
gula,31,,,1,CMAVO
gule,9,,,1,CMAVO
gulo,29,,,1,CMAVO
gulu,2,,,1,CMAVO
guma,4,,,1,CMAVO
gumi,1,,,1,CMAVO
gura,14,,,1,CMAVO
gure,3,question_mark,,1,CMAVO
guru,42,question_mark,,1,CMAVO
guta,6,question_mark,,1,CMAVO
guti,2,,,1,CMAVO
guza,1,question_mark,,1,CMAVO
i'acai,6,,,1,CMAVO
i'acu'i,3,,,1,CMAVO
i'aki'e,3,,,1,CMAVO
i'aku'i,1,,,1,CMAVO4
i'alo,2,question_mark,,1,CMAVO
i'anai,39,,,1,CMAVO
i'anaisai,3,,,1,CMAVO
i'anaise'i,6,,,1,CMAVO
i'apeile'o,4,,,1,CMAVO4
i'aru'e,2,,,1,CMAVO4
i'asai,2,,,1,CMAVO
i'ata,4,question_mark,,1,CMAVO
i'ati,25,question_mark,,1,CMAVO
i'ecai,23,,,1,CMAVO
i'ecaise'i,1,,,1,CMAVO4
i'ecu'i,10,,,1,CMAVO4
i'edoi,5,,,1,CMAVO4
*i'eja'ai,6,,,1,CMAVO
i'enai,65,,,1,CMAVO
i'enaicai,10,,,1,CMAVO4
i'enaicairi'e,4,,,1,CMAVO4
i'enairo'a,6,,,1,CMAVO4
i'enairu'e,5,,,1,CMAVO4
i'enaisai,13,,,1,CMAVO
i'enaise'i,1,,,1,CMAVO
i'epei,1,,,1,CMAVO4
i'ero'u,8,,,1,CMAVO
i'eru'e,3,,,1,CMAVO
i'esai,36,,,1,CMAVO
i'esairo'e,1,,,1,CMAVO4
i'ibu,2,,,1,CMAVO4
i'icai,8,,,1,CMAVO
i'idoi,1,,,1,CMAVO4
i'inai,13,,,1,CMAVO
i'ipei,2,,,1,CMAVO4
i'iro'i,1,,11,1,CMAVO
i'isai,2,,,1,CMAVO
i'oba'a,4,,,1,CMAVO
i'obememo,1,question_mark,,1,CMAVO
i'ocai,9,,,1,CMAVO
i'odai,3,,,1,CMAVO
i'onai,16,,,1,CMAVO
i'onaicai,15,,,1,CMAVO
i'onairu'e,2,,,1,CMAVO
i'ore'ecai,2,,,1,CMAVO
i'oro'e,2,,,1,CMAVO
i'oro'u,3,,,1,CMAVO
i'osai,3,,,1,CMAVO
i'ucu'i,3,,,1,CMAVO4
i'unai,27,,,1,CMAVO
i'unaisai,4,,,1,CMAVO
iacai,21,,,1,CMAVO
iacu'i,66,,,1,CMAVO
iacu'izo'o,1,,,1,CMAVO4
iada'i,3,,,1,CMAVO
iadai,8,,,1,CMAVO
iala,25,question_mark,11,1,CMAVO
iala'a,4,,11,1,CMAVO
iana,2,question_mark,11,1,CMAVO
ianai,130,,,1,CMAVO
ianaicai,5,,,1,CMAVO
ianaicaivu'ocu'i,2,,,1,CMAVO4
ianaipei,2,,,1,CMAVO
ianairu'e,10,,,1,CMAVO
ianaise'i,4,,,1,CMAVO
ianaiti'e,2,,,1,CMAVO4
iapei,9,,,1,CMAVO
iari'e,4,,,1,CMAVO4
iaru'e,18,,,1,CMAVO
iasai,9,,,1,CMAVO
iazo'o,1,,,1,CMAVO
iba,20,,,1,CMAVO
iba'a,3,,,1,CMAVO
iba'anai,1,,,1,CMAVO4
iba'i,1,,,1,CMAVO
iba'o,5,,,1,CMAVO4
iba'obo,4,,,1,CMAVO
iba'ojenaipubo,2,,,1,CMAVO4
iba'oze'abo,1,,,1,CMAVO4
ibabo,312,,,1,CMAVO
ibaboke'u,7,,,1,CMAVO4
ibabomi,2,,,1,CMAVO4
ibai,1,,,1,CMAVO
ibaibo,7,,,1,CMAVO
ibaloi,1,,,1,CMAVO
ibaubo,1,,,1,CMAVO4
ibaza,5,,,1,CMAVO4
ibazabo,5,,,1,CMAVO
ibaze'e,1,,,1,CMAVO4
ibaze'u,1,,,1,CMAVO4
ibazi,2,,,1,CMAVO
ibazibo,15,,,1,CMAVO
ibazijesebaibo,1,,,1,CMAVO4
ibi'unai,2,,,1,CMAVO4
ibile,3,question_mark,,1,CMAVO
ibimai,13,,,1,CMAVO
ibo,44,,,1,CMAVO
ibofa,1,,,1,CMAVO
iboku'i,8,,,1,CMAVO
ibora,2,,11,1,CMAVO
ibu,139,,,1,CMAVO
ica,32,,,1,CMAVO
ica'e,9,,,1,CMAVO
ica'o,1,,,1,CMAVO4
icabo,75,,,1,CMAVO
icaca'o,1,,,1,CMAVO4
icado,3,,,1,CMAVO
icajeba,5,,,1,CMAVO4
icajebabo,3,,,1,CMAVO4
icala,4,,,1,CMAVO4
icazibo,2,,,1,CMAVO4
icaziku,3,,,1,CMAVO4
ice,874,question_mark,,1,CMAVO
ice'o,64,,,1,CMAVO
icele,2,,,1,CMAVO
iceli,1,,,1,CMAVO
icimai,15,,,1,CMAVO
icimaitu'e,2,,,1,CMAVO
icino,1,question_mark,,1,CMAVO
icize,1,question_mark,,1,CMAVO
ico'o,9,,,1,CMAVO
ico'omi'e,6,,,1,CMAVO
icoi,9,,,1,CMAVO
icoidoi,1,,,1,CMAVO
icu'u,8,,,1,CMAVO
icy,1,question_mark,,1,CMAVO4
ida,120,,,1,CMAVO
ida'e,1,,,1,CMAVO
ida'i,5,,,1,CMAVO
idade,1,,,1,CMAVO
ide,35,,,1,CMAVO
ide'e,1,,,1,CMAVO
idi,24,,,1,CMAVO
idi'e,3,,,1,CMAVO
idi'u,1,,,1,CMAVO4
ido,893,,,1,CMAVO
idoi,6,,,1,CMAVO
idolize,3,question_mark,,1,CMAVO
idu,4,question_mark,,1,CMAVO
idu'ibo,4,,,1,CMAVO4
ie'e,1,question_mark,,1,CMAVO4
ie'o,3,question_mark,,1,CMAVO4
ie'u,2,question_mark,,1,CMAVO4
iecai,51,,,1,CMAVO
iecu'i,30,,,1,CMAVO
iefi'i,12,,,1,CMAVO4
iego'i,1,,,1,CMAVO
iejai,1,,,1,CMAVO
ieje'u,2,,,1,CMAVO4
ieju'o,10,,,1,CMAVO
ieki'ase'i,1,,,1,CMAVO
ieki'e,1,,,1,CMAVO4
ienai,108,,,1,CMAVO
ienaicai,8,,,1,CMAVO
ienaiju'ocu'i,2,,,1,CMAVO
ienaipei,13,,,1,CMAVO
ienairu'e,2,,,1,CMAVO
ienaisai,17,,,1,CMAVO
ienaisaiga'inai,1,,,1,CMAVO4
iepe'a,1,,,1,CMAVO
iepei,98,,,1,CMAVO
*iepeiu,1,,,1,CMAVO
iero'i,2,,,1,CMAVO
ieru'e,32,,,1,CMAVO
iesai,63,,,1,CMAVO
ievu'o,2,,,1,CMAVO
ifalo,1,,,1,CMAVO
ifaubo,6,,,1,CMAVO4
ife,3,,,1,CMAVO
ifera,2,,11,1,CMAVO
ifere,1,question_mark,,1,CMAVO
ifero,2,question_mark,11,1,CMAVO
ifi,52,,,1,CMAVO
ifida,3,,,1,CMAVO
ifola,1,,,1,CMAVO
ifu'esa'e,2,,,1,CMAVO
iga'abo,2,,,1,CMAVO4
iga'inai,2,,,1,CMAVO
igado,2,,11,1,CMAVO
iganai,1,,,1,CMAVO
igauko,4,,,1,CMAVO
ige,8,,,1,CMAVO
igei,1,,,1,CMAVO
igero,1,question_mark,,1,CMAVO
igo,27,,,1,CMAVO
igo'i,7,,,1,CMAVO
igodi,2,,,1,CMAVO
igu,3,,,1,CMAVO
igu'u,3,,,1,CMAVO4
igure,1,question_mark,,1,CMAVO
igy,1,,,1,CMAVO4
iicai,3,,11,1,CMAVO
iicu'i,1,,11,1,CMAVO
iinai,9,,,1,CMAVO4
iiru'e,1,,,1,CMAVO4
iisai,4,,11,1,CMAVO
ija,139,,,1,CMAVO
ija'a,4,,,1,CMAVO4
ija'e,23,,,1,CMAVO
ija'ebo,84,,,1,CMAVO
ija'enai,2,,,1,CMAVO
ija'enaibo,6,,,1,CMAVO
ija'o,22,,,1,CMAVO
ijaba'u,1,,,1,CMAVO
ijabo,1,,,1,CMAVO
ijaku'i,3,,,1,CMAVO
ijanai,32,,,1,CMAVO
ijanaibo,9,,,1,CMAVO
ije,1579,,,1,CMAVO
ije'abo,4,,,1,CMAVO
ije'i,36,,,1,CMAVO
ije'ibo,4,,,1,CMAVO
ije'u,12,,,1,CMAVO
ije'uje'ucai,2,,,1,CMAVO4
ijeba'obo,1,,,1,CMAVO
ijebabo,32,,,1,CMAVO
ijebakige,2,question_mark,,1,CMAVO
ijebo,41,,,1,CMAVO
ijecabo,10,,,1,CMAVO
ijeda,1,,,1,CMAVO4
ijedu'u,4,,,1,CMAVO
ijeja'ebo,4,,,1,CMAVO4
ijeji'a,2,,,1,CMAVO
ijekau,1,,,1,CMAVO4
ijekicabo,1,,,1,CMAVO4
ijeku'i,38,,,1,CMAVO
ijeku'iseki'unaibo,5,,,1,CMAVO4
ijemu'ibo,3,,,1,CMAVO
ijenai,23,,,1,CMAVO
ijenaiku'i,1,,,1,CMAVO4
ijeni'ibo,2,,,1,CMAVO4
ijeri'abo,2,,,1,CMAVO4
ijeseki'u,3,,,1,CMAVO4
ijeseki'ubo,12,,,1,CMAVO4
ijesemaubo,6,,,1,CMAVO
ijesemu'ibo,5,,,1,CMAVO4
ijezu'u,1,,,1,CMAVO4
ijezu'unai,2,,,1,CMAVO4
iji'a,177,,,1,CMAVO
iji'ali'a,4,,,1,CMAVO
iji'e,1,,,1,CMAVO
iji'ubo,12,,,1,CMAVO4
iji'uso'oda,3,,,1,CMAVO4
ijo,141,,,1,CMAVO
ijobo,2,,,1,CMAVO
ijoi,1,,,1,CMAVO
ijoibo,3,,,1,CMAVO
ijonai,47,,,1,CMAVO
ijonaibabo,1,,11,1,CMAVO
ijonaili'a,3,,,1,CMAVO4
iju,30,,,1,CMAVO
iju'a,7,,,1,CMAVO
iju'e,1,,,1,CMAVO
iju'o,4,,,1,CMAVO
iju'ocu'i,10,,,1,CMAVO
iju'oru'e,1,,,1,CMAVO4
ijubo,8,,,1,CMAVO
ika'u,7,,,1,CMAVO
ika'upuki,1,,,1,CMAVO4
ikau,4,,,1,CMAVO
ike,20,question_mark,,1,CMAVO
ike'o,2,,,1,CMAVO
ike'u,6,,,1,CMAVO
ike'unai,7,,,1,CMAVO
ikei,9,question_mark,,1,CMAVO
iki,17,,,1,CMAVO
iki'a,2,,,1,CMAVO4
iki'adoi,1,,,1,CMAVO
iki'e,3,,,1,CMAVO
iki'ecai,1,,,1,CMAVO4
iki'eco'omi'e,2,,,1,CMAVO
iki'esai,2,,,1,CMAVO
iki'u,14,,,1,CMAVO
iki'ubo,77,,,1,CMAVO
iki'uboku'i,4,,,1,CMAVO
iki'uku,4,,,1,CMAVO
iki'uma,1,,,1,CMAVO4
ikibo,2,,,1,CMAVO4
ikicabo,2,,,1,CMAVO4
ikitai,12,,,1,CMAVO
*ikiubo,8,,,1,CMAVO
ikivive'i,6,,,1,CMAVO4
iko,8,,,1,CMAVO
iku'i,1096,,,1,CMAVO
iku'ibo,31,,,1,CMAVO
iku'iku'i,2,,,1,CMAVO
iku'inai,7,,,1,CMAVO
iku'ipe'i,2,,,1,CMAVO
ila,33,,,1,CMAVO
ila'a,13,,,1,CMAVO
ila'aru'e,6,,,1,CMAVO4
ilai,1,,,1,CMAVO
ile,26,,,1,CMAVO
ileda'inu,2,,,1,CMAVO4
iledi,1,,,1,CMAVO
iledo,2,,,1,CMAVO4
ilemi,2,,,1,CMAVO
ilenu,5,,,1,CMAVO4
ilerici,1,question_mark,,1,CMAVO
ilevi,2,,,1,CMAVO4
ilezu'u,2,,,1,CMAVO4
ili,186,,,1,CMAVO
ili'a,12,,,1,CMAVO
ili'i,1,,,1,CMAVO4
ili'o,1,,,1,CMAVO4
ilo,37,,,1,CMAVO
iloza,1,,,1,CMAVO
ilu,13,,,1,CMAVO
ima,55,,,1,CMAVO
imai,34,question_mark,,1,CMAVO
imaubo,2,,,1,CMAVO
imela'ezoify,3,,,1,CMAVO4
imi,17,,,1,CMAVO
imi'a,6,,,1,CMAVO
imi'e,2,,,1,CMAVO4
imi'ibo,3,,,1,CMAVO
imi'u,1,,,1,CMAVO4
imizo'u,1,,,1,CMAVO4
imo,1007,,,1,CMAVO
imu'a,24,,,1,CMAVO
imu'asu'oroi,1,,,1,CMAVO4
imu'i,11,,,1,CMAVO
imu'ibo,42,,,1,CMAVO
imu'ibotu'e,2,,,1,CMAVO4
imu'inai,2,,,1,CMAVO4
imu'inaibo,2,,,1,CMAVO
imu'obo,4,,,1,CMAVO
imu'u,5,,,1,CMAVO
imu'ubo,11,,,1,CMAVO
imumai,14,,,1,CMAVO
ina,71,question_mark,,1,CMAVO
ina'igo'i,6,,,1,CMAVO4
inago'a,1,,,1,CMAVO
inai,49,question_mark,,1,CMAVO
inaja,216,,,1,CMAVO
inajabo,3,,,1,CMAVO
inaku,3,,,1,CMAVO
inaseja,2,,,1,CMAVO
inau,1,,,1,CMAVO
inei,5,question_mark,,1,CMAVO
ini'i,1,,,1,CMAVO4
ini'ibo,56,,,1,CMAVO
ini'inaibo,6,,,1,CMAVO
ini'ixunaibo,5,,,1,CMAVO
ini'o,7,,,1,CMAVO
ino,37,question_mark,,1,CMAVO
ino'i,6,,,1,CMAVO
inode,3,,,1,CMAVO
iobai,1,,,1,CMAVO
iocai,14,,,1,CMAVO
ioga'inai,1,,,1,CMAVO
ioli'i,2,,,1,CMAVO
iomei,1,,,1,CMAVO
ionai,47,,,1,CMAVO
ionaidoi,4,question_mark,,1,CMAVO4
ionairo'u,5,,,1,CMAVO
ionairu'e,4,,,1,CMAVO4
iore'e,3,,,1,CMAVO4
ioro'e,2,,,1,CMAVO
ioru'e,2,,,1,CMAVO4
iota,1,question_mark,11,1,CMAVO
ipa,1634,question_mark,,1,CMAVO
ipa'abo,14,,,1,CMAVO
ipa'aku,6,,,1,CMAVO4
ipa'ape'i,4,,,1,CMAVO
ipabimai,2,,,1,CMAVO
ipacimai,2,,,1,CMAVO
ipamai,5,,,1,CMAVO4
ipamaimu'a,3,,,1,CMAVO4
ipamumai,2,,,1,CMAVO
ipanomai,4,,,1,CMAVO
ipapamai,2,,,1,CMAVO
iparemai,2,,,1,CMAVO
ipau,14,,,1,CMAVO
ipavomai,1,question_mark,11,1,CMAVO
ipaxamai,2,,,1,CMAVO
ipazemai,2,,,1,CMAVO
ipe'i,57,,,1,CMAVO
ipei,2,,,1,CMAVO
ipiso'iroi,1,,,1,CMAVO4
ipo'obo,2,,,1,CMAVO
ipo'u,1,,,1,CMAVO
ipu'o,3,,,1,CMAVO
ipu'obo,5,,,1,CMAVO4
ipubo,2,,,1,CMAVO
ipujecabo,5,,,1,CMAVO4
ipujecajebabo,4,,,1,CMAVO4
ipuki,1,,,1,CMAVO4
ira,37,question_mark,,1,CMAVO
ira'abo,2,,,1,CMAVO
ira'u,1,,,1,CMAVO
ira'ucu'i,1,,,1,CMAVO
ira'unaisai,2,,,1,CMAVO
irai,2,question_mark,,1,CMAVO
irau,1,question_mark,,1,CMAVO
ire,49,,,1,CMAVO
ire'ido'u,1,,,1,CMAVO
irebimai,2,,,1,CMAVO
irecimai,2,,,1,CMAVO
irele,1,,,1,CMAVO
iremai,9,,,1,CMAVO
iremaitu'e,2,,,1,CMAVO
iremumai,2,,,1,CMAVO
irenomai,2,,,1,CMAVO
irepamai,2,,,1,CMAVO
ireremai,2,,,1,CMAVO
irevomai,2,question_mark,,1,CMAVO
irexamai,2,,,1,CMAVO
irezemai,2,,,1,CMAVO
iri,38,,,1,CMAVO
iri'a,4,,,1,CMAVO
iri'abo,2,,,1,CMAVO
iri'anai,4,,,1,CMAVO4
iri'o,3,,,1,CMAVO4
iridu,1,,,1,CMAVO
iripura,2,question_mark,,1,CMAVO
iro,14,,,1,CMAVO
*iroi,6,,,1,CMAVO
*iroiro,5,,,1,CMAVO4
iromai,2,,,1,CMAVO4
iru,22,,,1,CMAVO
iru'a,13,,,1,CMAVO
iru'e,1,,,1,CMAVO4
isa'a,8,,,1,CMAVO4
isa'e,9,,,1,CMAVO
isa'u,9,,,1,CMAVO
isa'unai,7,,,1,CMAVO
isai,4,,,1,CMAVO
isauboji'a,1,,,1,CMAVO4
ise'o,3,,,1,CMAVO
iseba'ibo,1,,,1,CMAVO4
isebaibo,4,,,1,CMAVO
isecaubo,1,,,1,CMAVO4
isecu'u,6,,,1,CMAVO
isefaubo,1,,,1,CMAVO
isei,14,,,1,CMAVO
iseja'ebo,15,,,1,CMAVO
iseja'ibo,1,,,1,CMAVO4
iseji'ebo,1,,,1,CMAVO4
iseji'ubo,1,,,1,CMAVO4
iseji'unaibo,5,,,1,CMAVO4
isejo,1,,,1,CMAVO
iseju,31,,,1,CMAVO
isejubabo,2,,,1,CMAVO
isejubo,3,,,1,CMAVO
isejuku'i,2,,,1,CMAVO
isejupau,8,,,1,CMAVO
iseki'u,2,,,1,CMAVO4
iseki'ubo,158,,,1,CMAVO
iseki'unai,7,,,1,CMAVO
iseki'unaibo,11,,,1,CMAVO
*isekiubo,2,,,1,CMAVO
iseku'ibo,11,,,1,CMAVO
iseku'inaibo,2,,,1,CMAVO4
isemaubo,2,,,1,CMAVO
isemu'i,10,,,1,CMAVO
isemu'ibo,142,,,1,CMAVO
isemu'iku,2,,,1,CMAVO4
isemu'ubo,1,,,1,CMAVO4
iseni'i,1,,,1,CMAVO4
iseni'ibo,97,,,1,CMAVO
iseni'ibozo'o,8,,,1,CMAVO4
iseni'inaibo,26,,,1,CMAVO
isepi'obo,1,,,1,CMAVO4
isepo'ibo,1,,,1,CMAVO4
isera'a,2,,,1,CMAVO
iseri'a,3,,,1,CMAVO
iseri'abo,23,,,1,CMAVO
iseri'anaibo,1,,,1,CMAVO4
isesaubo,1,,,1,CMAVO4
isetaibo,1,,,1,CMAVO4
iseva'obo,2,,,1,CMAVO
isi'a,16,,,1,CMAVO
isi'anai,4,,,1,CMAVO
iso'uroi,1,,,1,CMAVO4
isomai,9,,,1,CMAVO
isomei,2,,,1,CMAVO
isu'a,13,,,1,CMAVO
isu'anai,10,,,1,CMAVO
ita,55,question_mark,,1,CMAVO
ita'a,1,,,1,CMAVO4
ita'ase'inai,1,,,1,CMAVO
ita'o,13,,,1,CMAVO
ita'ocu'i,7,,,1,CMAVO4
ita'onai,6,,,1,CMAVO
itai,21,question_mark,,1,CMAVO
itaibo,8,,,1,CMAVO
italicize,1,question_mark,,1,CMAVO
itau,2,question_mark,,1,CMAVO
ite'i,8,,,1,CMAVO
iteki'ibo,1,,,1,CMAVO4
itepu'ebo,1,,,1,CMAVO4
itezu'ebo,4,,,1,CMAVO
iti,56,,,1,CMAVO
iti'e,10,,,1,CMAVO4
ito,26,,,1,CMAVO
ito'obo,6,,,1,CMAVO4
ito'u,1,,,1,CMAVO
ito'unai,5,,,1,CMAVO
itu,40,,,1,CMAVO
itu'e,145,,,1,CMAVO
itu'eda'i,1,,11,1,CMAVO
itu'edu'u,2,,,1,CMAVO
itu'efu'eka'u,2,,,1,CMAVO4
itu'efu'epe'icu'i,1,,11,1,CMAVO
itu'epamo'o,1,,11,1,CMAVO
itu'esa'atu'u,2,,,1,CMAVO4
itu'ibo,4,,,1,CMAVO
itu'u,1,,,1,CMAVO4
iucai,5,,,1,CMAVO
iucairo'i,2,,,1,CMAVO
iucu'i,3,,,1,CMAVO
iudai,1,,,1,CMAVO
*iuiu'i,1,,,1,CMAVO
iunai,27,,,1,CMAVO
iunaicai,11,,,1,CMAVO
iunairu'e,1,,,1,CMAVO
iunaisai,1,,,1,CMAVO
iure'e,1,,11,1,CMAVO
iuro'a,3,,,1,CMAVO
iuro'e,1,,11,1,CMAVO
iuro'i,1,,11,1,CMAVO
iuro'u,2,,11,1,CMAVO
iuru'e,3,,,1,CMAVO
iuru'eku'i,2,,,1,CMAVO
iusai,8,,,1,CMAVO
iuse'inai,1,,,1,CMAVO4
iva,13,,,1,CMAVO
iva'i,16,,,1,CMAVO
iva'oda'i,1,,,1,CMAVO
ivai,1,question_mark,,1,CMAVO
ivama,1,question_mark,,1,CMAVO
ivi,3,,,1,CMAVO
ivica,1,,,1,CMAVO
ivo,9,question_mark,,1,CMAVO
ivomai,12,,,1,CMAVO
ivory,6,,11,1,CMAVO
ivu,1,,,1,CMAVO
ixa,5,question_mark,,1,CMAVO
ixamai,10,,,1,CMAVO
ixo,1,,,1,CMAVO
ixu,47,,,1,CMAVO
ixuja'o,2,,,1,CMAVO4
ixuse'izo'o,6,,,1,CMAVO4
ixuseki'ubo,2,,,1,CMAVO4
iza,5,,,1,CMAVO
iza'a,2,,,1,CMAVO
ize,75,question_mark,,1,CMAVO
ize'iku,28,,,1,CMAVO
izemai,2,,,1,CMAVO
izi,2,,,1,CMAVO
izipeizo'o,1,,,1,CMAVO
izo'o,10,,,1,CMAVO
izo'onai,4,,,1,CMAVO
izolo,1,,,1,CMAVO
izu,3,,,1,CMAVO
izu'u,6,,,1,CMAVO
izu'unai,27,,,1,CMAVO
izuku,2,,,1,CMAVO
ja'aba,5,,,1,CMAVO4
ja'abo,11,,,1,CMAVO
ja'aca,1,,,1,CMAVO4
ja'adi'u,1,,,1,CMAVO
ja'ago'i,19,,,1,CMAVO
ja'ai,54,question_mark,,1,CMAVO
ja'aje'ikauna,1,,,1,CMAVO
ja'aju'o,1,,,1,CMAVO
ja'akau,3,,,1,CMAVO
ja'aku,15,,,1,CMAVO
ja'anai,4,,,1,CMAVO
ja'axi,6,,,1,CMAVO
ja'axiny,1,,,1,CMAVO
ja'ebo,10,,,1,CMAVO
ja'eku'i,2,,,1,CMAVO4
ja'ibi'o,1,,,1,CMAVO4
ja'ima,4,,,1,CMAVO
ja'odai,3,,,1,CMAVO
ja'opei,2,,,1,CMAVO
ja'oru'e,2,,,1,CMAVO4
ja'ozo'o,2,,,1,CMAVO
ja'u,12,,,1,CMAVO
jaba,2,,,1,CMAVO
jabo,6,,,1,CMAVO
jabu,1,,,1,CMAVO
jaca,2,,,1,CMAVO
jacabo,2,,,1,CMAVO
jagei,1,question_mark,,1,CMAVO
jaibai,1,,,1,CMAVO4
jaibu'u,25,,,1,CMAVO
jaica,19,,,1,CMAVO
jaicu'u,1,,,1,CMAVO
jaido'e,1,,,1,CMAVO
jaifa,14,,,1,CMAVO4
jaifau,29,,,1,CMAVO
jaife,5,,,1,CMAVO4
jaifi,4,,,1,CMAVO4
jaigau,48,,,1,CMAVO
jaigause,2,question_mark,,1,CMAVO4
jaiki'u,3,,,1,CMAVO4
jaiku'u,2,,,1,CMAVO4
jaila'u,7,,,1,CMAVO
jainasolo,1,question_mark,,1,CMAVO
jaine'i,2,,,1,CMAVO
jaipa'o,2,,,1,CMAVO4
jaipi'o,1,,,1,CMAVO4
jaipu,1,,,1,CMAVO
jairi'a,5,,,1,CMAVO
jairi'i,2,,,1,CMAVO4
jairo,7,question_mark,,1,CMAVO
jaisau,2,question_mark,,1,CMAVO4
jaise,42,question_mark,,1,CMAVO
jaisecu'u,12,,,1,CMAVO
jaisela'u,1,,,1,CMAVO
jaisepi'o,11,,,1,CMAVO
jaita'i,2,,,1,CMAVO
jaitai,24,question_mark,,1,CMAVO4
jaiteta'i,1,,,1,CMAVO
jaiva,1,,,1,CMAVO
jaivecu'u,2,,,1,CMAVO4
jaivi,47,,,1,CMAVO
jaivu,3,,,1,CMAVO
jaixebe'i,1,,,1,CMAVO4
jake,1784,question_mark,,1,CMAVO
jaku,4,,,1,CMAVO
janai,20,,,1,CMAVO
jaudo,1,question_mark,,1,CMAVO
