cmavo_composite,freq,dubious,eleven,not_found,notes
u'acairo'iro'e,1,,,1,CMAVO
u'adai,1,,,1,CMAVO
u'anai,14,,,1,CMAVO4
u'anairo'i,3,,,1,CMAVO4
u'anaizo'o,8,,,1,CMAVO4
u'aro'a,2,,,1,CMAVO
u'aro'e,6,,,1,CMAVO
u'ecai,21,,,1,CMAVO
u'ecaire'e,4,,,1,CMAVO
u'ecu'i,7,,,1,CMAVO
u'edai,1,,,1,CMAVO
u'enai,7,,,1,CMAVO
u'ere'e,1,,11,1,CMAVO
u'ero'ebe'unai,4,,,1,CMAVO
u'eru'e,7,,,1,CMAVO4
u'esaibo,3,question_mark,,1,CMAVO4
u'i'i'i'i,11,question_mark,,1,CMAVO
u'icai,41,,,1,CMAVO
u'icu'i,2,,,1,CMAVO
u'inai,16,,,1,CMAVO
u'inairo'e,4,,,1,CMAVO
u'inaisai,7,,,1,CMAVO
u'ipei,4,,,1,CMAVO
u'iro'a,1,,,1,CMAVO
u'iro'e,8,,,1,CMAVO
u'iro'ebe'unai,1,,,1,CMAVO
u'iru'e,27,,,1,CMAVO
u'iru'ese'i,1,,,1,CMAVO
u'isai,36,,,1,CMAVO
u'ise'i,10,,,1,CMAVO
u'izo'o,1,,,1,CMAVO
u'ocai,1,,,1,CMAVO
u'ocu'i,12,,,1,CMAVO
u'ocu'izo'oru'e,1,,,1,CMAVO4
u'onai,6,,,1,CMAVO
u'ore'ecai,2,,,1,CMAVO
u'ucai,12,,,1,CMAVO
u'ucu'i,4,,,1,CMAVO
u'udai,8,,,1,CMAVO
u'ugo'i,1,,,1,CMAVO
u'unai,2,,,1,CMAVO
u'unaidai,4,,,1,CMAVO
u'uri'e,1,,,1,CMAVO
u'uro'a,6,,,1,CMAVO4
u'uro'e,6,,,1,CMAVO
u'uro'eru'e,1,,11,1,CMAVO
u'uru'e,16,,,1,CMAVO
u'uru'ero'a,4,,,1,CMAVO4
u'uru'ero'ata'a,1,,,1,CMAVO
u'usai,3,,,1,CMAVO
u'use'i,3,,,1,CMAVO4
u'use'inai,1,,,1,CMAVO4
u'uta'a,1,,,1,CMAVO
u'uzo'o,4,,,1,CMAVO
*u'y,2,,,1,CMAVO
uacai,13,,,1,CMAVO
uacu'e,2,,,1,CMAVO
uacu'i,9,,,1,CMAVO
uadai,8,,,1,CMAVO
uanai,158,,,1,CMAVO
uanaicai,11,,,1,CMAVO
uanairo'e,1,,,1,CMAVO
uanaisai,35,,,1,CMAVO
uanaiti'e,2,,,1,CMAVO4
uanaivu'onai,3,,,1,CMAVO
uapei,5,,,1,CMAVO
uaro'e,7,,,1,CMAVO
uaru'e,8,,,1,CMAVO4
uasai,26,,,1,CMAVO
*uaui,1,,,1,CMAVO
ubu,23,,,1,CMAVO
ubuce'osy,6,,,1,CMAVO4
ubusy,1,,,1,CMAVO4
ubuvymyby,2,,,,LERFU COMPOUND4
uci,23,question_mark,,1,CMAVO
uda,5,,,1,CMAVO
ude,2,,,1,CMAVO
udi,2,,,1,CMAVO
udine,2,,,1,CMAVO
udo,2,,,1,CMAVO
uecai,72,,,1,CMAVO
uecaicai,2,,,1,CMAVO4
uecaizo'o,1,,,1,CMAVO
uecu'i,18,,,1,CMAVO
uedai,2,,,1,CMAVO
*uei'u,1,,,1,CMAVO
ueki'anai,4,,,1,CMAVO
ueki'ecai,1,,,1,CMAVO4
uele'o,2,,,1,CMAVO
uenai,39,,,1,CMAVO
uenaidai,4,,,1,CMAVO
uenaipei,1,,,1,CMAVO4
uepei,29,,,1,CMAVO
uepeinai,3,,,1,CMAVO4
uero'a,8,,,1,CMAVO4
ueru'e,21,,,1,CMAVO4
ueru'ei'e,1,,,1,CMAVO4
uesai,32,,,1,CMAVO
uesaizo'o,2,,,1,CMAVO
uezo'o,3,,,1,CMAVO
uezo'ozo'onai,1,,,1,CMAVO
uga,8980,question_mark,,1,CMAVO
uge,3,,,1,CMAVO
ugo,12,,,1,CMAVO
ugu,2,,,1,CMAVO
uiba'a,2,,,1,CMAVO
uiba'enai,3,,,1,CMAVO
uibu,1,,,1,CMAVO
uicai,90,,,1,CMAVO
uicairo'a,1,,,1,CMAVO
uicu'i,5,,,1,CMAVO
uidai,15,,,1,CMAVO
uidei,4,,,1,CMAVO
uifu'e,3,,,1,CMAVO
uifu'i,1,,,1,CMAVO4
uimamo,1,question_mark,,1,CMAVO4
uinai,190,,,1,CMAVO
uinaicai,9,,,1,CMAVO
uinaicairo'i,3,,,1,CMAVO4
uinaidai,1,,,1,CMAVO
uinairo'i,2,,,1,CMAVO4
uinairu'e,7,,,1,CMAVO
uinaisai,1,,11,1,CMAVO
uipei,1,,11,1,CMAVO
uiri'e,8,,,1,CMAVO
uiri'ecai,6,,,1,CMAVO
uiro'e,1,,11,1,CMAVO
uiro'o,2,,,1,CMAVO
uiro'osai,4,,,1,CMAVO
uiro'u,2,,,1,CMAVO
uiru'e,2,,,1,CMAVO
uisai,26,,,1,CMAVO
uisaidai,1,,,1,CMAVO
uisairo'e,1,,,1,CMAVO4
uise'inai,2,,,1,CMAVO
uizo'o,4,,,1,CMAVO
ukida,1,,,1,CMAVO
ukira,1,,,1,CMAVO
ukitu,1,,,1,CMAVO
uko,6,,,1,CMAVO
ula,11,,,1,CMAVO
ule,11,,,1,CMAVO
uli,3,,,1,CMAVO
ulo,33,,,1,CMAVO
uma,137,,,1,CMAVO
umi,12,,,1,CMAVO
unai,3,,,1,CMAVO
unaibo,1,question_mark,,1,CMAVO
uno,70,question_mark,,1,CMAVO
uobu'o,1,,,1,CMAVO
uocai,16,,,1,CMAVO
uodai,10,,,1,CMAVO
uonai,8,,,1,CMAVO
uonaibu'ocu'i,1,,,1,CMAVO
uonaicai,1,,,1,CMAVO
uonairu'e,1,,11,1,CMAVO
uoru'e,1,,,1,CMAVO
uosai,2,,,1,CMAVO
uose'i,2,,,1,CMAVO4
upa,2,question_mark,,1,CMAVO
uparolo,2,,,1,CMAVO
ura,14,,,1,CMAVO
uraiki,1,,,1,CMAVO
ure,60,question_mark,,1,CMAVO
uri,49,,,1,CMAVO
uro,9,question_mark,,1,CMAVO
uropa,16,question_mark,,1,CMAVO
uru,8,,,1,CMAVO
uta,17,,,1,CMAVO
uti,7,,,1,CMAVO
utu,21,,,1,CMAVO
uucai,7,,11,1,CMAVO
uucu'i,1,,,1,CMAVO4
uudai,1,,,1,CMAVO4
uuga'i,1,,11,1,CMAVO
uugo'i,1,,,1,CMAVO4
uuje'u,1,,11,1,CMAVO
uunai,10,,,1,CMAVO4
uuro'e,1,,,1,CMAVO4
uuru'e,7,,11,1,CMAVO
uusai,9,,11,1,CMAVO
uuse'i,21,,11,1,CMAVO
uuse'icai,3,,,1,CMAVO4
uuse'inai,12,,,1,CMAVO4
uuvu'e,1,,11,1,CMAVO
uuzo'o,2,,11,1,CMAVO
uuzo'ocu'i,1,,11,1,CMAVO
uzata,4,,,1,CMAVO
uzita,3,,,1,CMAVO
*va'e,7,,,1,CMAVO
va'imu'a,1,,,1,CMAVO
va'inai,21,,,1,CMAVO
va'inaiki'a,1,,,1,CMAVO
va'inaipei,4,,,1,CMAVO
va'oda'i,5,,,1,CMAVO
va'ode'u,6,,,1,CMAVO
va'oki,4,,,1,CMAVO
va'olo,2,,,1,CMAVO4
va'omakau,6,,,1,CMAVO
va'onai,16,,,1,CMAVO
va'opo'o,10,,,1,CMAVO
va'u,8,,,1,CMAVO
vabi'one'i,1,,,1,CMAVO4
vace'e,1,,,1,CMAVO
vada,1,,,1,CMAVO
vade,4,,,1,CMAVO
vadi,12,,,1,CMAVO
vadu,6,,,1,CMAVO
vaga,2,,,1,CMAVO
vaga'a,3,,,1,CMAVO4
vage,4,,,1,CMAVO
vagi,1,,,1,CMAVO
vago,1,,,1,CMAVO
vaika'o,1,,,1,CMAVO
vaipi'ebi,1,question_mark,,1,CMAVO4
vaipibi,1,question_mark,,1,CMAVO4
vairi,3,,,1,CMAVO
vaje'o,1,,,1,CMAVO4
vakira,1,,,1,CMAVO
vakiro,1,,,1,CMAVO
vako,2,,,1,CMAVO
vaku,9,,,1,CMAVO
vala,13,,,1,CMAVO
valai,1,,,1,CMAVO
vale,29,,,1,CMAVO
valeri,2,,,1,CMAVO
valo,6,,,1,CMAVO
valora,2,,,1,CMAVO
valori,1,,,1,CMAVO
valorose,1,question_mark,,1,CMAVO
vama,1,,,1,CMAVO
vami,1,,,1,CMAVO
vamo,5,,,1,CMAVO
vane'ivi,2,,,1,CMAVO4
vano,5,question_mark,,1,CMAVO
vara,12,,,1,CMAVO
varela,2,question_mark,,1,CMAVO
vari,9,,,1,CMAVO
varo,3,question_mark,,1,CMAVO
vary,11,question_mark,11,1,CMAVO
vase,38,question_mark,,1,CMAVO
vata,1,,,1,CMAVO
vati,12,,,1,CMAVO
vauba'u,1,,,1,CMAVO
vauga'i,3,,,1,CMAVO
vauga'inai,7,,,1,CMAVO
vaukei,2,,,1,CMAVO4
vaukeige'uvau,1,question_mark,,1,CMAVO4
vaukeikuvauku'ovau,1,question_mark,,1,CMAVO4
vaukeivauku'ovau,1,question_mark,,1,CMAVO4
vauku'o,1,question_mark,,1,CMAVO4
vauku'ovaukeivau,1,question_mark,,1,CMAVO4
vaupe'i,2,,,1,CMAVO
vausa'ake'unai,2,,,1,CMAVO4
vause'i,1,,,1,CMAVO
vauvau,13,,,1,CMAVO
vauxu,3,,,1,CMAVO
vauzo'o,18,,,1,CMAVO
vava,4,,,1,CMAVO
vave'a,8,,,1,CMAVO4
vave'afa'a,1,,,1,CMAVO4
vave'i,1,,,1,CMAVO4
vavi,2,,,1,CMAVO
vavinai,1,,,1,CMAVO4
vaxire,3,,,1,CMAVO
vazai,6,question_mark,,1,CMAVO4
vazaive'a,7,,,1,CMAVO4
vazave'a,2,,,1,CMAVO4
vaze'a,2,,,1,CMAVO4
vaze'i,4,,,1,CMAVO4
vazi,10,,,1,CMAVO
vazo,3,,,1,CMAVO
vazu,1,,,1,CMAVO
ve'abu'u,1,,,1,CMAVO
ve'aki,2,,,1,CMAVO
ve'ani'a,1,,,1,CMAVO
ve'avi'a,1,,,1,CMAVO
ve'avu'a,1,,,1,CMAVO
ve'efa'a,3,,,1,CMAVO4
ve'eki,4,,,1,CMAVO
ve'ijega'u,6,,,1,CMAVO4
ve'ijeze'i,1,,11,1,CMAVO
ve'ize'o,1,,,1,CMAVO
ve'ujaze'u,1,,11,1,CMAVO
vebe'i,10,,,1,CMAVO
veci'e,1,,,1,CMAVO
vecu'u,149,,,1,CMAVO
vede'i,1,,,1,CMAVO4
vedu'o,28,,,1,CMAVO
vega'a,9,,,1,CMAVO
vei'o,1,question_mark,11,1,CMAVO
veisu'obi'ida'a,2,,,1,CMAVO
veitu'osu'ipa,4,,,1,CMAVO4
veka'a,5,,,1,CMAVO
vemau,9,,,1,CMAVO
veme'a,1,,,1,CMAVO
vepa'a,4,,,1,CMAVO
vepu'e,5,,,1,CMAVO
verai,5,,,1,CMAVO
veri,20,,,1,CMAVO
verife'u,1,,,1,CMAVO
veroxi'e,1,,,1,CMAVO
veseve,3,,,1,CMAVO4
vesi'u,1,,,1,CMAVO
veti'u,4,,,1,CMAVO
vi'ajavi'u,4,,,1,CMAVO4
vi'odo'u,2,,,1,CMAVO4
vida,23,question_mark,,1,CMAVO
vide,43,question_mark,,1,CMAVO
vidi,28,,,1,CMAVO
vido,3,,,1,CMAVO
vidu,235,,,1,CMAVO
viga,1,,,1,CMAVO
vigi,2,,,1,CMAVO
vigo,5,,,1,CMAVO
vigu,1,,,1,CMAVO
vije'oza,6,,,1,CMAVO4
vijeca'uza,2,,,1,CMAVO4
vijevajevuku,1,,,1,CMAVO4
vijo'uva,1,,,1,CMAVO
vika'e,6,,,1,CMAVO4
viki,7,,,1,CMAVO
viko'a,3,,,1,CMAVO4
viku,15,,,1,CMAVO
vila,11,,,1,CMAVO
vile,51,question_mark,,1,CMAVO
vilo,1,,,1,CMAVO4
vima,2,,,1,CMAVO
vinai,4,question_mark,,1,CMAVO
vine'i,4,,,1,CMAVO
vine'iva,4,,,1,CMAVO4
vine'ivi,2,,,1,CMAVO4
vino,22,question_mark,,1,CMAVO
vira,12,,,1,CMAVO
viri,2,,,1,CMAVO
viro,78,,,1,CMAVO
vise,8,,,1,CMAVO
vita,41,question_mark,,1,CMAVO
vita'e,1,,,1,CMAVO
vita'o,1,,,1,CMAVO
viti,3,,,1,CMAVO
viti'a,2,,,1,CMAVO4
vive'a,10,,,1,CMAVO4
vive'i,2,,,1,CMAVO4
vive'u,4,,,1,CMAVO
vivi'a,1,,,1,CMAVO
viviri'a,1,,,1,CMAVO
vixoi,4,question_mark,,1,CMAVO
viza,23,,,1,CMAVO
vize'i,2,,,1,CMAVO4
vize'o,6,,,1,CMAVO4
vizi,18,,,1,CMAVO
vizitu,4,,,1,CMAVO
vizu,5,,,1,CMAVO
vo'afu'i,1,,,1,CMAVO
vo'ago'i,1,,,1,CMAVO
vo'ape,2,,,1,CMAVO4
vo'apedi'u,2,,,1,CMAVO4
vo'apodi'e,1,,,1,CMAVO4
vo'axipa,2,,,1,CMAVO4
vo'axire,2,,,1,CMAVO4
vo'edi'u,4,,,1,CMAVO4
vo'epedi'u,9,,,1,CMAVO4
vo'oni,1,,,1,CMAVO
vobi,10,,,1,CMAVO4
voboi,23,,,1,CMAVO
voci,2,,,1,CMAVO
voda,38,,,1,CMAVO
vode,10,,,1,CMAVO
vodi,1,,,1,CMAVO
vodo,1,,,1,CMAVO
vofi'uze,28,,,1,CMAVO
vofi'uzecu'o,1,,,1,CMAVO
vofi'uzesi'e,12,,,1,CMAVO
voici,14,question_mark,,1,CMAVO
voili'u,2,,,1,CMAVO4
voki'o,4,,,1,CMAVO
voki'omei,3,,,1,CMAVO4
vole,76,,,1,CMAVO
voleda,1,,,1,CMAVO
volere,6,,,1,CMAVO
volete,2,,,1,CMAVO
voletive,1,question_mark,,1,CMAVO
voleva,7,,,1,CMAVO
volo,12,,,1,CMAVO
vomai,7,,,1,CMAVO
vomei,27,,,1,CMAVO
vomo'o,5,,,1,CMAVO
vomoi,49,,,1,CMAVO
vomu,4,,,1,CMAVO
vomunobi,3,,,1,CMAVO
vomupa,6,,,1,CMAVO4
vono,9,,,1,CMAVO
vonoji'i,1,,,1,CMAVO
vonomei,4,,,1,CMAVO4
vonono,24,,,1,CMAVO
vononoki'oki'o,11,,,1,CMAVO
vopa,4,,,1,CMAVO
vopamu,2,,,1,CMAVO
vopi'eci,2,,,1,CMAVO
vopi'emu,4,,,1,CMAVO
vopi'ere,2,,,1,CMAVO
vopi'erepa,6,,,1,CMAVO
vopi'evo,2,,,1,CMAVO
vopi'exa,6,,,1,CMAVO
vopi'eze,2,,,1,CMAVO
vopi'uze,1,,,1,CMAVO
vopimu,6,,,1,CMAVO
vora,13,,,1,CMAVO
vore,1,,,1,CMAVO
vori,1,,,1,CMAVO
voro,1,,,1,CMAVO
voroi,16,,,1,CMAVO
vovo,6,,,1,CMAVO
vovono,2,,,1,CMAVO
vovovovovovo,7,,,1,CMAVO
vozi,10,,,1,CMAVO
vu'aba,4,,,1,CMAVO
vu'aku,16,,,1,CMAVO
vu'ava,4,,,1,CMAVO
vu'axoi,8,,,1,CMAVO
vu'enai,4,,,1,CMAVO
vu'enaiki,1,,11,1,CMAVO
vu'esai,2,,,1,CMAVO
vu'ile,6,,,1,CMAVO
vu'inai,3,,,1,CMAVO4
vu'o,95,,,1,CMAVO
vu'ope,10,,,1,CMAVO
vu'opoi,1,,11,1,CMAVO
vuga'u,2,,,1,CMAVO
vujaivi,1,question_mark,,1,CMAVO4
vujavi,1,,,1,CMAVO4
vuku,4,,,1,CMAVO
vura,1,,,1,CMAVO
vusai,4,question_mark,,1,CMAVO4
vuse,2,,,1,CMAVO
vuva,4,,,1,CMAVO
vuve'u,1,,,1,CMAVO4
vuzai,1,,,1,CMAVO4
vuzi,4,,,1,CMAVO
vuzu,1,,,1,CMAVO4
vybu,2,,,,LERFU COMPOUND4
xa'a,157,,,1,CMAVO
xa'ada,1,,,1,CMAVO
xa'adakau,1,,,1,CMAVO
xa'anai,23,,,1,CMAVO
xa'e,44,,,1,CMAVO
xa'eda,31,,,1,CMAVO
xa'ede,10,,,1,CMAVO
xa'i,2,,,1,CMAVO
xa'o,16,,,1,CMAVO
xa'u,34,,,1,CMAVO
xa'ubo,2,question_mark,,1,CMAVO
xabi,3,,,1,CMAVO4
xada,8,,,1,CMAVO
xade,1,,,1,CMAVO
xado,1,,,1,CMAVO
xafi'u,1,,,1,CMAVO
xai,66,question_mark,,1,CMAVO
xainai,1,question_mark,,1,CMAVO4
xaini,2,question_mark,,1,CMAVO
xaire,1,question_mark,,1,CMAVO
xajo'o,1,question_mark,,1,CMAVO
xaki'o,4,,,1,CMAVO
xalo,1,,,1,CMAVO
xamai,7,,,1,CMAVO4
xamei,14,,,1,CMAVO
xamo'o,2,,,1,CMAVO
xamoi,19,,,1,CMAVO
xano,4,,,1,CMAVO
xanomei,2,,,1,CMAVO4
xanono,5,,,1,CMAVO
xapavo,4,,,1,CMAVO
xapi'e,2,,,1,CMAVO
xapi'ebi,4,,,1,CMAVO
xapi'eci,2,,,1,CMAVO
xapi'ere,2,,,1,CMAVO
xapi'evo,2,,,1,CMAVO
xapi'eze,2,,,1,CMAVO
xapimu,4,,,1,CMAVO
xapivo,2,,,1,CMAVO
xara,244,,,1,CMAVO
xarai,1,question_mark,,1,CMAVO
xare,3,,,1,CMAVO
xaro,1,question_mark,,1,CMAVO
xasi'e,1,question_mark,,1,CMAVO
xaso,1,,,1,CMAVO
xata,1,,,1,CMAVO
xau,12,question_mark,,1,CMAVO
xavo,48,,,1,CMAVO
xavomei,2,,,1,CMAVO
xaxaxa,2,,,1,CMAVO4
xaxo,1,,,1,CMAVO
xaze,4,,,1,CMAVO4
xazemoi,2,,,1,CMAVO4
xe'a,24,,,1,CMAVO
xe'e,368,,,1,CMAVO
xe'eda,7,,,1,CMAVO
xe'edo,1,,,1,CMAVO
xe'enai,2,,,1,CMAVO
xe'eti,6,,,1,CMAVO
xe'i,129,,,1,CMAVO
xe'ife'e,1,,,1,CMAVO
xe'ilo,2,,,1,CMAVO
xe'o,12,,,1,CMAVO
xe'u,407,,,1,CMAVO
xe'uda,4,,,1,CMAVO
xe'ure,8,,,1,CMAVO
xebe'i,16,,,1,CMAVO
xei,5,question_mark,,1,CMAVO
xeidi,1,question_mark,,1,CMAVO
xeka'a,8,,,1,CMAVO
xeki'i,1,,,1,CMAVO
xi'a,10,,,1,CMAVO
xi'e,1,,,1,CMAVO
xi'eba'obo,1,question_mark,,1,CMAVO
xi'elene,1,,,1,CMAVO
xi'eli,1,,,1,CMAVO
xi'esemaubo,1,question_mark,,1,CMAVO
xi'i,36,,,1,CMAVO
xi'iba'obo,1,question_mark,,1,CMAVO
xi'ile,8,,,1,CMAVO
xi'o,12,,,1,CMAVO
xi'u,10,,,1,CMAVO
xibi,14,,,1,CMAVO
xici,11,,,1,CMAVO
xidau,2,,,1,CMAVO
xifei,6,,,1,CMAVO
xigai,2,,,1,CMAVO
xijau,2,,,1,CMAVO
xino,6,,,1,CMAVO
xiny,21,,,1,CMAVO
xipa,51,,,1,CMAVO
xipabi,2,,,1,CMAVO
xipaci,12,,,1,CMAVO
xipai,1,,,1,CMAVO
xipamu,2,,,1,CMAVO
xipano,1,,11,1,CMAVO
xipapa,6,,,1,CMAVO
xipare,2,,,1,CMAVO
xipaso,8,,,1,CMAVO
xipavo,5,,,1,CMAVO
xipibi,5,,,1,CMAVO
xipimu,26,,,1,CMAVO
xipimuku,8,question_mark,,1,CMAVO
xipinonononopa,3,,,1,CMAVO
xipinore,1,,,1,CMAVO
xipiso'a,2,,,1,CMAVO
xipisore,1,,,1,CMAVO
xipixa,1,,,1,CMAVO
xipize,2,,,1,CMAVO
xire,44,,,1,CMAVO
xireci,5,,11,1,CMAVO
xirei,2,,,1,CMAVO
xireno,2,,,1,CMAVO
xirepa,6,,,1,CMAVO
xirere,1,,11,1,CMAVO
xirevo,1,,11,1,CMAVO
xiro,1,,,1,CMAVO
xiso,6,,,1,CMAVO
xisu'o,1,,,1,CMAVO
xivai,1,,11,1,CMAVO
xixa,4,,,1,CMAVO
xixaxaxa,1,,,1,CMAVO
xize,1,,,1,CMAVO
xo'a,2,,,1,CMAVO
xo'e,24,,,1,CMAVO
xo'i,4,,,1,CMAVO
xo'o,23,,,1,CMAVO
xo'u,190,,,1,CMAVO
xo'unai,3,,,1,CMAVO
xocu'okau,2,,,1,CMAVO
xoda,10,,,1,CMAVO
xodo,2,,,1,CMAVO
xoi,455,question_mark,,1,CMAVO
xoji'i,1,,,1,CMAVO
xokau,219,,,1,CMAVO
xokauda,3,,,1,CMAVO
xokaumei,3,,,1,CMAVO
xokaumoi,1,,,1,CMAVO
xokaure'u,2,,,1,CMAVO
xokauroi,6,question_mark,,1,CMAVO
xole,1,,,1,CMAVO
xomei,29,,,1,CMAVO
xomi,3,,,1,CMAVO
xomo,1,,,1,CMAVO
xomoi,8,,,1,CMAVO4
xono'o,4,,,1,CMAVO
xora,1,,,1,CMAVO
xorau,3,,,1,CMAVO
xori,2,,,1,CMAVO
xoroi,8,,,1,CMAVO
xoroikau,3,,,1,CMAVO
xose,2,,,1,CMAVO
xosu'omei,1,,,1,CMAVO
xu'a,15,,,1,CMAVO
xu'e,8,,,1,CMAVO
xu'ebo,2,question_mark,,1,CMAVO
xu'eda,4,,,1,CMAVO
xu'i,1,,,1,CMAVO
xu'o,62,,,1,CMAVO
xu'u,182,,,1,CMAVO
xu'unai,8,,,1,CMAVO
xubu,2,,,1,CMAVO4
xuji'a,4,,,1,CMAVO
xukau,461,,,1,CMAVO
xuki'u,3,,,1,CMAVO
xuku'i,1,,,1,CMAVO4
xunai,78,,,1,CMAVO
xupau,1,,,1,CMAVO
xupaunai,6,,,1,CMAVO
xupe'i,14,,,1,CMAVO4
xupei,6,,,1,CMAVO
xuta'o,2,,,1,CMAVO4
xuzo'o,2,,,1,CMAVO
xyboi,2,,11,,LEhAVLA
xybu,2,,,,LERFU COMPOUND4
xysy,1,,,,LERFU COMPOUND4
xyxici,9,,,,LERFU COMPOUND4
xyxipa,12,,,,LERFU COMPOUND4
xyxire,13,,,,LERFU COMPOUND4
xyzyzy,1,,,,LERFU COMPOUND4
y'ybu,12,,,1,CMAVO4
y'ybuxi,3,,,1,CMAVO4
y'ybuxici,1,,,1,CMAVO4
y'ybuxipa,1,,,1,CMAVO4
y'ybuxire,1,,,1,CMAVO4
y'ybuxivo,1,,,1,CMAVO4
ybu,13,,11,1,CMAVO
ybure,4,,,1,CMAVO4
yxici,1,,,1,CMAVO4
za'adai,1,,,1,CMAVO
za'ali'a,1,,,1,CMAVO4
za'anai,13,,,1,CMAVO
za'apei,2,,,1,CMAVO
za'ase'i,3,,,1,CMAVO
za'e'e,6,question_mark,,1,CMAVO
za'exito'i,2,,,1,CMAVO
za'ocai,2,,,1,CMAVO
za'oku,11,,,1,CMAVO
za'onai,16,,,1,CMAVO
za'onu'o,2,,,1,CMAVO
za'ota'e,7,,,1,CMAVO4
za'ubipimuki'oki'o,3,question_mark,,1,CMAVO4
za'ubipimuki'oki'omei,7,question_mark,,1,CMAVO4
za'ucino,2,,,1,CMAVO4
za'ucu'o,1,,,1,CMAVO
za'udu'e,1,,,1,CMAVO4
za'umoi,3,,,1,CMAVO
za'umu,1,,,1,CMAVO4
za'unaipamei,1,,,1,CMAVO
za'uno,4,,,1,CMAVO
za'upa,13,,,1,CMAVO
za'upamei,2,,,1,CMAVO
za'upamu,4,,,1,CMAVO4
za'uparoi,2,,,1,CMAVO4
za'ure,4,,,1,CMAVO4
za'ure'u,4,,,1,CMAVO
za'uro,1,,,1,CMAVO4
za'uso'umei,4,,,1,CMAVO
za'uza'u,2,,,1,CMAVO4
zababo,1,,,1,CMAVO
zabo,1,,,1,CMAVO
zabu,1,,,1,CMAVO
zace'e,1,,,1,CMAVO
zaidi,1,question_mark,,1,CMAVO
zaire,20,question_mark,,1,CMAVO
zaitama,1,question_mark,,1,CMAVO
zakiri,1,,,1,CMAVO
zaku,8,,,1,CMAVO
zala,2,,,1,CMAVO
zalo,6,,,1,CMAVO
zana'o,2,,,1,CMAVO
zanai,6,,,1,CMAVO
zano'u,3,,,1,CMAVO
zapoteco,2,,,1,CMAVO
zapu,4,,,1,CMAVO
zara,2,,,1,CMAVO
zari,2,,,1,CMAVO
zase,1,,,1,CMAVO
zati,9,,,1,CMAVO
zava,6,,,1,CMAVO
zave,1,,,1,CMAVO
zaza,8,,,1,CMAVO
zazaca,1,,,1,CMAVO
zaze'o,3,,,1,CMAVO4
ze'aba,18,,,1,CMAVO
ze'ababo,2,,,1,CMAVO4
ze'abaku,6,,,1,CMAVO
ze'aca,15,,,1,CMAVO
ze'aku,31,,,1,CMAVO
ze'aleke'a,1,,11,1,CMAVO
ze'apu,27,,,1,CMAVO
ze'apunai,1,,,1,CMAVO4
ze'eba,42,,,1,CMAVO
ze'eki,1,,,1,CMAVO4
ze'eku,2,,,1,CMAVO
ze'elo,2,,,1,CMAVO
ze'enai,2,,,1,CMAVO
ze'epu,22,,,1,CMAVO
ze'eve'e,6,,,1,CMAVO
ze'eze'oku,2,,,1,CMAVO
ze'ezei,4,,,1,CMAVO
ze'iba,4,,,1,CMAVO4
ze'ibaku,2,,,1,CMAVO
ze'ica,2,,,1,CMAVO
ze'ipo'o,2,,,1,CMAVO
ze'uba,3,,,1,CMAVO
ze'uca,6,,,1,CMAVO
ze'ucai,1,,,1,CMAVO4
ze'ucaku,4,,,1,CMAVO
ze'ujeze'u,3,,,1,CMAVO4
ze'uku,3,,11,1,CMAVO
ze'upu,14,,,1,CMAVO
ze'upu'o,3,,,1,CMAVO
ze'upuki,2,,,1,CMAVO
ze'upuku,1,,11,1,CMAVO
ze'upunai,9,,,1,CMAVO4
ze'uve'u,2,,,1,CMAVO
ze'uzei,4,,,1,CMAVO
zebi,10,,,1,CMAVO4
zebimoi,6,,,1,CMAVO4
zeboi,4,,,1,CMAVO
zecicixabino,1,,,1,CMAVO4
zecu'o,1,,,1,CMAVO
zedi,4,,,1,CMAVO
zeidu,4,question_mark,,1,CMAVO
zeiki,1,question_mark,,1,CMAVO
zeiku,3,question_mark,,1,CMAVO
zeila'e,1,,,1,CMAVO
zeime'e,6,,,1,CMAVO
zeipo'u,1,,,1,CMAVO
zelo,4,,,1,CMAVO
zema,2,,,1,CMAVO
zemai,7,,,1,CMAVO4
zemei,33,,,1,CMAVO
zemo'o,2,,,1,CMAVO
zemoi,33,,,1,CMAVO
zemusoso,1,,,1,CMAVO
zenei,3,question_mark,,1,CMAVO
zeneise,1,question_mark,,1,CMAVO
zeno,136,,,1,CMAVO
zenomoi,1,,,1,CMAVO
zenono,2,,,1,CMAVO4
zepi'ebi,4,,,1,CMAVO
zepi'emu,4,,,1,CMAVO
zepi'epamu,1,,,1,CMAVO
zepi'ere,2,,,1,CMAVO
zepi'eze,2,,,1,CMAVO
zera,1,,11,1,CMAVO
zere,3,,,1,CMAVO
zerenobi'ozecinomoi,3,,,1,CMAVO
zero,1230,question_mark,,1,CMAVO
zeroi,14,,,1,CMAVO
zeta,35,,,1,CMAVO
zevobi,2,,,1,CMAVO
zi'egoi,1,,,1,CMAVO4
zi'eke'u,6,,,1,CMAVO
zi'enai,1,,,1,CMAVO
zi'ene,7,,,1,CMAVO4
zi'eneci'e,1,,,1,CMAVO4
zi'eneme'e,3,,,1,CMAVO
zi'enemu'u,3,,,1,CMAVO4
zi'enesekai,2,,,1,CMAVO4
zi'eno'u,11,,,1,CMAVO4
zi'enoi,116,,,1,CMAVO
zi'enoiji'a,4,,,1,CMAVO4
