rafsi_or_cmavo,gismu,as_rafsi_ini,as_rafsi_mid,as_rafsi_fin,as_gismu,as_cmavo
midju,midju,1,0,51,87,
midj,midju,4,4,0,0,
mif,mifra,0,11,0,0,
mifra,mifra,0,0,5,22,
mifr,mifra,0,0,0,0,
mikce,mikce,0,0,77,171,
mic,mikce,40,6,0,0,
mik,mikri,13,0,0,0,
mikri,mikri,0,0,2,4,
mikr,mikri,0,0,0,0,
mil,milti,8,0,0,0,
milti,milti,0,0,2,7,
mli,milxe,172,13,44,0,
milx,milxe,0,8,0,0,
milxe,milxe,0,0,0,461,
mi'e,minde,21,3,68,0,
mid,minde,51,6,0,0,
mind,minde,0,0,0,0,
minde,minde,0,0,0,260,
mi'i,minji,6,44,88,0,
minj,minji,0,0,0,0,
minji,minji,0,0,0,139,
minli,minli,0,0,14,29,
mir,minra,22,16,0,0,
minra,minra,0,0,26,115,
minr,minra,0,0,0,0,
mi'u,mintu,1,1,99,0,17
mit,mintu,85,14,0,0,
mipra,mipra,0,0,2,0,
mip,mipri,114,6,0,0,
mipri,mipri,0,0,40,189,
mipr,mipri,0,0,0,0,
mirli,mirli,0,0,7,17,
mi'o,misno,2,0,18,0,
mis,misno,16,0,0,0,
misno,misno,0,0,0,138,
misro,misro,0,0,1,10,
tre,mitre,64,4,81,0,
mitre,mitre,0,0,3,698,
mitr,mitre,0,0,0,0,
mixra,mixra,0,0,6,0,
xre,mixre,2,0,14,0,
mix,mixre,0,0,0,0,
mixre,mixre,0,0,0,32,
mla,mlana,23,3,42,0,
lat,mlatu,13,2,0,0,
mlatu,mlatu,0,0,1,1928,
mlat,mlatu,0,0,0,0,
me'a,mleca,0,0,30,0,33
mec,mleca,26,1,0,0,
mleca,mleca,0,0,0,184,
led,mledi,6,0,0,0,
mledi,mledi,0,0,6,32,
mluni,mluni,0,0,11,248,
lun,mluni,3,0,0,0,
mob,mo'a,9,0,0,0,
moi,moi,5,15,29,0,
mom,moi,6,0,0,0,
moc,mokca,16,0,0,0,
mokca,mokca,0,0,11,71,
mol,moklu,76,47,0,0,
mo'u,moklu,0,0,4,0,
mlo,molki,0,0,75,0,
mo'o,molro,0,0,2,0,
mo'i,morji,31,7,143,0,
moj,morji,66,0,0,0,
morj,morji,0,0,0,0,
morji,morji,0,0,0,483,
mor,morko,26,1,0,0,
morko,morko,0,0,1,0,
mo'a,morna,0,0,45,0,
mon,morna,32,4,0,0,
morna,morna,0,0,0,78,
mro,morsi,305,13,16,0,
mors,morsi,0,0,0,0,
morsi,morsi,0,0,0,383,
mos,mosra,9,0,0,0,
mosra,mosra,0,0,6,13,
mosr,mosra,0,0,0,0,
mraj,mraji,4,0,0,0,
mraji,mraji,0,0,1,8,
mri,mrilu,100,37,414,0,
mrilu,mrilu,0,0,3,231,
mril,mrilu,0,0,0,0,
mru,mruli,0,0,27,0,
mum,mu,18,0,0,0,
muf,mu'e,0,3,48,0,
mut,mucti,117,3,0,0,
mud,mudri,45,3,0,0,
mudri,mudri,0,0,24,116,
mudr,mudri,0,0,0,0,
mu'i,mukti,0,0,68,0,913
muk,mukti,4,0,0,0,
mukti,mukti,0,0,0,383,
mul,mulno,114,0,0,0,
mu'o,mulno,4,0,29,0,397
mulno,mulno,0,0,0,512,
mu'e,munje,16,36,63,0,
muj,munje,32,6,0,0,
munj,munje,0,0,0,0,
munje,munje,0,0,0,417,
mupli,mupli,0,0,15,208,
mup,mupli,4,4,0,0,
murse,murse,0,0,27,49,
murs,murse,3,0,0,0,
mu'a,murta,0,0,5,0,
mur,murta,2,0,0,0,
murta,murta,0,0,0,9,
mus,muslo,5,0,0,0,
muslo,muslo,0,0,1,23,
tce,mutce,536,25,295,0,
mutce,mutce,6,0,0,1587,
mutc,mutce,0,0,0,0,
mu'u,muvdu,25,2,153,0,
muv,muvdu,68,29,0,0,
muvdu,muvdu,0,0,4,439,
muvd,muvdu,0,0,0,0,
muzga,muzga,0,0,4,19,
muz,muzga,2,0,0,0,
nar,na,143,27,0,0,
nal,na'e,1247,153,0,0,
nabmi,nabmi,0,0,9,223,
nam,nabmi,8,0,0,0,
nak,nakni,38,0,0,0,
nakni,nakni,0,0,4,81,
nakn,nakni,0,0,0,0,
na'i,nalci,4,1,19,0,
nalci,nalci,0,0,0,108,
nac,namcu,70,5,0,0,
na'u,namcu,8,0,36,0,
namcu,namcu,0,0,0,306,
nanba,nanba,0,0,64,76,
nab,nanba,13,0,0,0,
na'a,nanca,20,16,190,0,
nanca,nanca,0,0,0,682,
nanci,nanci,0,0,11,0,
nad,nandu,44,0,0,0,
nandu,nandu,0,0,22,516,
nanla,nanla,0,0,53,216,
nau,nanmu,17,1,152,0,
nanmu,nanmu,0,0,0,3587,
nanvi,nanvi,0,0,2,5,
narge,narge,0,0,18,71,
nag,narge,3,0,0,0,
naj,narju,2,0,0,0,
na'e,natfe,0,3,19,0,
naf,natfe,10,4,0,0,
natfe,natfe,0,0,0,68,
nai,natmi,69,4,38,0,
nat,natmi,2,0,0,0,
natm,natmi,0,0,0,0,
natmi,natmi,0,0,0,103,
navni,navni,0,0,1,11,
xle,naxle,7,0,3,0,
zbi,nazbi,10,0,47,0,
naz,nazbi,1,0,0,0,
nazb,nazbi,0,0,0,0,
nazbi,nazbi,0,0,0,71,
nen,nejni,11,12,0,0,
nejni,nejni,0,0,8,26,
nei,nelci,56,20,365,0,
nel,nelci,17,0,0,0,
nelci,nelci,0,0,12,1386,
nelc,nelci,0,0,0,0,
ner,nenri,359,14,0,0,
ne'i,nenri,3,0,48,0,675
nenr,nenri,0,0,0,0,
nenri,nenri,0,0,0,958,
nil,ni,0,121,132,0,
niz,ni,0,1,41,0,
ni'i,nibli,4,0,27,0,149
nib,nibli,8,0,0,0,
nibli,nibli,2,0,0,337,
cte,nicte,37,0,97,0,
nicte,nicte,0,0,0,216,
ni'e,nilce,0,0,4,0,
nimre,nimre,0,0,7,15,
nim,ninmu,64,7,0,0,
ni'u,ninmu,0,0,37,0,
nirna,nirna,0,0,16,46,
nir,nirna,13,1,0,0,
nitci,nitci,0,0,1,0,
tcu,nitcu,20,0,42,0,
nitc,nitcu,0,0,0,0,
nitcu,nitcu,0,0,0,1590,
nivji,nivji,0,0,2,17,
xli,nixli,14,0,258,0,
nixli,nixli,0,0,0,204,
non,no,14,10,0,0,
nor,no'e,142,3,0,0,
no'e,no'e,3,0,0,0,
nol,nobli,553,21,0,0,
no'i,nobli,0,0,52,0,
nobli,nobli,0,0,0,129,
noi,notci,26,3,77,0,
not,notci,79,0,0,0,
notci,notci,0,0,0,401,
nun,nu,0,456,1966,0,
nup,nupre,24,0,0,0,
nu'e,nupre,0,0,9,0,19
nupr,nupre,0,0,0,0,
nupre,nupre,0,0,0,73,
num,nurma,3,0,0,0,
nurma,nurma,0,0,1,38,
nu'i,nutli,0,0,23,0,
nul,nutli,0,5,0,0,
nutli,nutli,0,0,0,33,
nuzba,nuzba,0,0,21,235,
nuz,nuzba,15,0,0,0,
pav,pa,603,36,4,0,
pa'a,pacna,27,0,22,0,
pacna,pacna,2,0,2,295,
pacn,pacna,0,0,0,0,
pau,pagbu,16,5,107,0,
pag,pagbu,2,0,0,0,
pagb,pagbu,0,0,0,0,
pagbu,pagbu,0,0,0,387,
gre,pagre,65,5,51,0,
pagr,pagre,0,0,0,0,
pagre,pagre,0,0,0,230,
pajne,pajne,0,0,2,0,
pai,pajni,27,2,78,0,
pac,palci,38,0,0,0,
palci,palci,2,0,3,172,
pak,palku,2,0,0,0,
palku,palku,0,0,2,26,
palne,palne,0,0,2,0,
palt,palta,17,0,0,0,
palta,palta,0,0,7,20,
pambe,pambe,0,0,8,15,
pamb,pambe,2,0,0,0,
panci,panci,2,0,58,80,
pan,panci,41,0,0,0,
pandi,pandi,0,0,3,8,
panka,panka,0,0,10,65,
pank,panka,3,0,0,0,
pa'o,panlo,0,0,5,0,
pap,panpi,35,0,0,0,
panpi,panpi,8,0,9,100,
panra,panra,0,0,9,91,
panr,panra,2,0,0,0,
pante,pante,10,0,19,72,
pat,pante,16,0,0,0,
pant,pante,0,0,0,0,
panzi,panzi,0,0,204,257,
paz,panzi,22,0,0,0,
panz,panzi,0,0,0,0,
papri,papri,0,0,35,66,
papr,papri,13,0,0,0,
parbi,parbi,1,0,5,17,
pab,parbi,1,0,0,0,
pas,pastu,8,0,0,0,
pastu,pastu,0,0,1,11,
pa'u,patfu,7,7,66,0,
paf,patfu,32,12,0,0,
patf,patfu,0,0,0,0,
patfu,patfu,0,0,0,368,
patlu,patlu,0,0,1,7,
patxu,patxu,0,0,7,29,
pev,pe'a,142,20,0,0,
ple,pelji,12,6,78,0,
pelj,pelji,0,0,0,0,
pelji,pelji,0,0,0,66,
pel,pelxu,20,0,0,0,
pelxu,pelxu,3,0,10,112,
pelx,pelxu,0,0,0,0,
pelzi,pelzi,0,0,12,0,
pemci,pemci,0,0,127,366,
pem,pemci,94,12,0,0,
pemc,pemci,0,0,0,0,
penbi,penbi,0,0,2,9,
pe'u,pencu,0,0,40,0,
pec,pencu,10,5,0,0,
pencu,pencu,0,0,0,1011,
pe'o,pendo,3,0,103,0,
ped,pendo,40,0,0,0,
pendo,pendo,0,0,26,627,
pend,pendo,0,0,0,0,
pe'i,penmi,116,18,81,0,
pen,penmi,73,5,0,0,
penm,penmi,0,0,0,0,
penmi,penmi,0,0,0,481,
pei,pensi,51,26,123,0,
pes,pensi,20,0,0,0,
pensi,pensi,0,0,8,738,
pens,pensi,1,0,0,0,
per,perli,12,0,0,0,
perli,perli,0,0,1,28,
pex,pesxu,6,5,0,0,
pesxu,pesxu,0,0,2,5,
petso,petso,0,0,2,0,
pet,petso,1,0,0,0,
pezli,pezli,0,0,72,109,
pez,pezli,38,0,0,0,
piz,pi,2,0,0,0,
pic,picti,1,1,0,0,
picti,picti,0,0,2,0,
pijne,pijne,0,0,6,29,
pijn,pijne,0,3,0,0,
pikci,pikci,0,0,4,24,
pikta,pikta,0,0,9,51,
pi'i,pilji,0,0,75,0,
pi'a,pilka,0,0,34,0,
pil,pilka,10,2,0,0,
pilka,pilka,0,0,0,30,
pli,pilno,124,51,666,0,
pilno,pilno,0,0,2,1848,
pi'u,pimlu,0,0,21,0,
pim,pimlu,5,0,0,0,
pinc,pinca,5,0,0,0,
pinca,pinca,0,0,1,19,
pid,pindi,24,0,0,0,
pindi,pindi,0,0,5,53,
pif,pinfu,32,0,0,0,
pinfu,pinfu,0,0,2,60,
pinji,pinji,0,0,7,66,
pinj,pinji,3,0,0,0,
pinka,pinka,0,0,24,340,
pik,pinka,4,0,0,0,
pink,pinka,0,0,0,0,
pinsi,pinsi,0,0,4,38,
pin,pinta,15,1,0,0,
pinta,pinta,0,0,1,20,
pinxe,pinxe,0,0,129,645,
pix,pinxe,16,1,0,0,
pi'o,pipno,17,2,30,0,
xra,pixra,41,20,76,0,
pir,pixra,0,3,0,0,
pixr,pixra,0,0,0,0,
pixra,pixra,0,0,0,314,
plana,plana,0,0,16,178,
plan,plana,4,0,0,0,
pla,platu,20,12,225,0,
platu,platu,0,0,0,93,
lej,pleji,51,1,0,0,
le'i,pleji,4,0,43,0,
plej,pleji,0,0,0,0,
pleji,pleji,0,0,0,184,
pib,plibu,2,0,0,0,
plibu,plibu,0,0,1,19,
plini,plini,0,0,66,274,
plin,plini,2,2,0,0,
pi'e,plipe,12,14,26,0,
pip,plipe,40,4,0,0,
plis,plise,5,0,0,0,
plise,plise,0,0,1,1126,
pit,plita,19,1,0,0,
plita,plita,0,0,10,30,
plixa,plixa,0,0,36,24,
luj,pluja,87,0,0,0,
pluja,pluja,0,0,13,144,
pluj,pluja,0,0,0,0,
pu'a,pluka,2,0,61,0,16
puk,pluka,6,2,0,0,
pluk,pluka,0,0,0,0,
pluka,pluka,0,0,0,368,
lu'a,pluta,0,32,25,0,
lut,pluta,5,0,0,0,
plut,pluta,0,0,0,0,
pluta,pluta,0,0,0,283,
plo,polje,18,1,8,0,
pol,polno,2,0,0,0,
polno,polno,0,0,1,0,
pon,ponjo,23,0,0,0,
po'o,ponjo,0,0,1,0,
po'e,ponse,29,12,184,0,
pos,ponse,25,6,0,0,
pons,ponse,0,0,0,0,
ponse,ponse,0,0,0,831,
pop,porpi,72,25,0,0,
po'i,porpi,1,0,11,0,
porp,porpi,0,0,0,0,
porpi,porpi,0,0,0,184,
poi,porsi,11,83,158,0,
por,porsi,52,1,0,0,
porsi,porsi,0,0,0,130,
pot,porto,1,0,0,0,
porto,porto,0,0,1,32,
pal,prali,16,0,0,0,
prali,prali,0,0,12,36,
pam,prami,122,14,3,0,
pa'i,prami,12,0,66,0,
prami,prami,0,0,4,1003,
pa'e,prane,10,0,9,0,
pran,prane,0,0,0,0,
prane,prane,0,0,0,130,
pej,preja,16,1,0,0,
pe'a,preja,0,0,10,0,
prej,preja,0,0,0,0,
preja,preja,0,0,0,33,
pre,prenu,103,23,838,0,
pren,prenu,0,0,0,0,
prenu,prenu,0,0,0,3856,
rei,preti,25,0,54,0,
ret,preti,5,0,0,0,
pret,preti,0,0,0,0,
preti,preti,0,0,0,544,
pij,prije,83,4,0,0,
prije,prije,8,0,4,137,
prij,prije,0,0,0,0,
pri,prina,20,0,6,0,
prin,prina,0,0,0,0,
prina,prina,0,0,0,73,
prit,pritu,10,0,0,0,
pritu,pritu,0,0,4,119,
ro'a,prosa,0,0,64,0,
ros,prosa,4,0,0,0,
pros,prosa,0,0,0,0,
prosa,prosa,0,0,0,98,
ru'e,pruce,4,1,22,0,
pruc,pruce,0,0,0,0,
pruce,pruce,0,0,0,131,
pun,pruni,2,9,0,0,
rux,pruxi,76,20,0,0,
ru'i,pruxi,4,0,66,0,
prux,pruxi,0,0,0,0,
pruxi,pruxi,0,0,0,128,
pus,pu'i,2,0,0,0,
puv,pu'u,0,0,16,0,
pu'e,pulce,5,0,4,0,
puc,pulce,0,0,0,0,
pulj,pulji,10,0,0,0,
pulji,pulji,0,0,9,81,
pulni,pulni,0,0,2,0,
pu'i,punji,0,0,123,0,
punji,punji,0,0,0,207,
pul,punli,5,0,0,0,
punli,punli,0,0,5,10,
pru,purci,358,10,30,0,
pur,purci,8,0,0,0,
purci,purci,3,0,0,265,
purdi,purdi,0,0,29,60,
pud,purdi,15,0,0,0,
pu'o,purmo,0,0,42,0,
racli,racli,2,0,22,136,
racl,racli,0,1,0,0,
ractu,ractu,0,0,36,90,
ra'o,radno,0,0,10,0,
raf,rafsi,44,8,0,0,
rafsi,rafsi,0,0,36,2398,
rafs,rafsi,0,0,0,0,
rav,ragve,10,0,0,0,
ragve,ragve,2,0,6,56,
raks,rakso,6,0,0,0,
rakso,rakso,0,0,1,6,
ra'u,raktu,3,1,37,0,
raktu,raktu,0,0,0,93,
rac,ralci,2,2,0,0,
ralci,ralci,0,0,1,34,
ral,ralju,53,4,0,0,
ralju,ralju,0,0,15,387,
ra'e,ralte,1,0,18,0,
ralte,ralte,0,0,0,49,
rad,randa,11,0,0,0,
randa,randa,0,0,3,32,
rango,rango,0,0,18,24,
rag,rango,3,5,0,0,
rang,rango,0,0,0,0,
ra'i,ranji,29,2,30,0,
ranj,ranji,0,0,0,0,
ranji,ranji,0,0,0,221,
ram,ranmi,31,11,0,0,
ranmi,ranmi,0,0,11,51,
ransu,ransu,0,0,1,4,
ran,ranti,54,0,0,0,
ranti,ranti,0,0,5,49,
rax,ranxi,8,0,0,0,
ranxi,ranxi,0,0,2,57,
rap,rapli,129,3,0,0,
rapli,rapli,0,0,8,114,
rapl,rapli,0,0,0,0,
rar,rarna,103,5,0,0,
rarna,rarna,0,0,31,104,
rarn,rarna,0,0,0,0,
ratcu,ratcu,0,0,34,114,
rat,ratni,25,5,0,0,
ratni,ratni,0,0,2,46,
rel,re,191,14,0,0,
rebla,rebla,0,0,2,78,
re'u,rectu,0,4,18,0,
rec,rectu,12,4,0,0,
rem,remna,113,13,0,0,
re'a,remna,27,1,32,0,
remn,remna,0,0,0,0,
remna,remna,0,0,0,3251,
re'o,renro,0,0,18,0,
rer,renro,9,1,1,0,
renro,renro,0,0,2,202,
re'i,renvi,7,0,10,0,
renvi,renvi,0,0,0,70,
rev,renvi,0,0,0,0,
res,respa,131,1,0,0,
respa,respa,0,0,86,78,
resp,respa,0,0,0,0,
cfu,ricfu,15,0,30,0,
ricfu,ricfu,0,0,12,86,
rif,ricfu,0,0,0,0,
rigna,rigna,0,0,2,0,
rig,rigni,27,1,0,0,
rigni,rigni,0,0,10,44,
rij,rijno,4,0,0,0,
rijno,rijno,0,0,3,24,
rijn,rijno,0,0,0,0,
ril,rilti,1,0,0,0,
rilti,rilti,0,0,1,14,
rilt,rilti,0,0,0,0,
rimni,rimni,0,0,45,66,
rim,rimni,4,0,0,0,
rimn,rimni,0,0,0,0,
rinci,rinci,0,0,5,6,
ri'u,rinju,15,0,25,0,
rinju,rinju,0,0,0,50,
ri'a,rinka,0,8,847,0,301
rik,rinka,8,12,0,0,
rink,rinka,0,0,0,0,
rinka,rinka,0,0,0,659,
rins,rinsa,4,0,0,0,
rinsa,rinsa,0,0,4,191,
rirc,rirci,2,0,0,0,
rirci,rirci,0,0,2,49,
rirni,rirni,0,0,71,157,
rir,rirni,57,8,0,0,
rirn,rirni,0,0,0,0,
ri'e,rirxe,18,0,32,0,
rirx,rirxe,0,0,0,0,
ris,rismi,22,4,0,0,
rism,rismi,0,4,0,0,
rismi,rismi,0,0,1,116,
risn,risna,2,3,0,0,
risna,risna,0,0,1,76,
ri'i,ritli,11,11,73,0,
ritl,ritli,0,0,0,0,
ritli,ritli,0,0,0,91,
riv,rivbi,4,5,4,0,
rivbi,rivbi,0,0,7,120,
rol,ro,270,13,0,0,
roi,roi,3,8,50,0,
rom,roi,6,0,0,0,
ro'i,rokci,8,1,98,0,
rok,rokci,53,4,0,0,
rokc,rokci,0,0,0,0,
rokci,rokci,0,0,0,378,
romge,romge,0,0,1,4,
ro'o,ropno,0,0,31,0,
ron,ropno,8,0,0,0,
ropn,ropno,0,0,0,0,
ropno,ropno,0,0,0,80,
ror,rorci,14,24,0,0,
rorci,rorci,0,0,8,595,
tsu,rotsu,18,2,6,0,
ro'u,rotsu,0,0,12,0,
rot,rotsu,0,0,0,0,
zgu,rozgu,7,0,5,0,
roz,rozgu,0,0,0,0,
rozg,rozgu,0,0,0,0,
ble,ruble,52,19,79,0,
rub,ruble,0,0,0,0,
rufsu,rufsu,0,0,4,42,
ruf,rufsu,2,0,0,0,
rum,runme,27,0,0,0,
runme,runme,0,0,2,19,
runta,runta,0,0,11,34,
runt,runta,3,6,0,0,
ru'u,rupnu,0,0,112,0,
rupnu,rupnu,0,0,0,113,
ruk,rusko,21,0,0,0,
ru'o,rusko,0,0,1,0,
run,rutni,51,0,0,0,
rutni,rutni,0,0,1,54,
sab,sabji,1,6,1,0,
sabji,sabji,0,0,4,51,
sabnu,sabnu,0,0,1,1,
sacki,sacki,0,0,7,6,
saclu,saclu,0,0,2,2,
djo,sadjo,0,0,22,0,
sak,sakci,33,1,0,0,
sakci,sakci,0,0,5,28,
sakc,sakci,0,0,0,0,
sal,sakli,39,6,0,0,
sakli,sakli,0,0,9,64,
sakl,sakli,0,0,0,0,
sat,sakta,18,0,0,0,
sakta,sakta,0,0,18,57,
sakt,sakta,0,0,0,0,
sla,salci,150,41,63,0,
salc,salci,0,0,0,0,
salci,salci,0,0,0,107,
sa'o,salpo,9,0,9,0,
salp,salpo,0,0,0,0,
salpo,salpo,0,0,0,48,
salta,salta,0,0,1,15,
samcu,samcu,0,0,1,8,
sap,sampu,60,2,0,0,
sampu,sampu,0,0,6,117,
samp,sampu,0,0,0,0,
sna,sance,102,34,135,0,
sanc,sance,0,0,0,0,
sance,sance,0,0,0,280,
sa'a,sanga,20,6,111,0,
sag,sanga,6,2,0,0,
sanga,sanga,0,0,5,225,
sang,sanga,0,0,0,0,
saj,sanji,15,7,0,0,
sanji,sanji,0,0,21,193,
sanj,sanji,0,0,0,0,
sa'i,sanli,6,4,7,0,
sanl,sanli,0,0,0,0,
sai,sanmi,24,24,55,0,
sanmi,sanmi,0,0,4,72,
sanso,sanso,0,0,2,6,
sant,santa,14,8,0,0,
santa,santa,0,0,12,283,
sa'u,sarcu,25,0,51,0,
sarcu,sarcu,0,0,3,427,
sarc,sarcu,0,0,0,0,
sra,sarji,149,5,16,0,
sarji,sarji,0,0,0,2469,
sarlu,sarlu,0,0,2,32,
sarl,sarlu,1,0,0,0,
sarxe,sarxe,0,0,27,51,
sax,sarxe,3,4,0,0,
ske,saske,57,7,491,0,
saske,saske,0,0,0,155,
satci,satci,0,0,52,200,
satc,satci,20,2,0,0,
sa'e,satre,3,10,43,0,
satre,satre,0,0,5,40,
vru,savru,47,1,35,0,
sav,savru,0,2,0,0,
savru,savru,0,0,0,133,
sazri,sazri,0,0,53,89,
saz,sazri,10,0,0,0,
sazr,sazri,0,0,0,0,
sbepi,sbepi,0,0,1,0,
sel,se,11903,1675,17,0,
sfe,sefta,16,6,70,0,
sle,selci,13,40,126,0,
selci,selci,0,0,0,226,
se'u,selfu,2,0,128,0,
sef,selfu,3,0,0,0,
selfu,selfu,0,0,0,99,
selpa,selpa,0,0,8,0,
sme,semto,0,0,1,0,
senci,senci,0,0,11,30,
sen,senpi,50,0,0,0,
senpi,senpi,0,0,28,171,
set,senta,3,63,2,0,
senta,senta,0,0,35,16,
sent,senta,0,0,0,0,
sne,senva,117,7,65,0,
senva,senva,0,0,0,217,
sev,senva,0,0,0,0,
sei,sepli,66,0,71,0,
sep,sepli,42,0,0,0,
sepl,sepli,0,0,0,0,
sepli,sepli,0,0,0,139,
ser,serti,96,0,0,0,
serti,serti,0,0,9,195,
se'a,setca,2,0,33,0,
setca,setca,0,0,0,143,
sez,sevzi,224,12,0,0,
se'i,sevzi,93,2,42,0,68
sevz,sevzi,0,0,0,0,
sevzi,sevzi,0,0,0,76,
sfani,sfani,0,0,3,67,
sfa,sfasa,33,2,61,0,
sfasa,sfasa,0,0,0,47,
su'u,sfubu,2,0,2,0,
sub,sfubu,0,0,0,0,
siz,si'o,0,2,58,0,
sil,siclu,9,3,0,0,
siclu,siclu,0,0,7,34,
sicl,siclu,0,0,0,0,
si'i,sicni,0,0,21,0,
sicni,sicni,0,0,0,115,
si'o,sidbo,0,9,23,0,475
sib,sidbo,25,2,0,0,
sidb,sidbo,0,0,0,0,
dju,sidju,54,65,28,0,
sidju,sidju,0,0,0,316,
sig,sigja,40,0,0,0,
sigja,sigja,0,0,10,28,
silka,silka,0,0,5,21,
sik,silka,2,0,0,0,
siln,silna,8,0,0,0,
silna,silna,0,0,2,33,
mlu,simlu,18,4,62,0,
smi,simsa,37,4,80,0,
simsa,simsa,0,0,0,853,
sim,simxu,369,10,0,0,
si'u,simxu,14,0,122,0,
simxu,simxu,0,0,0,345,
sinc,since,5,0,0,0,
since,since,0,0,4,1960,
si'a,sinma,67,7,58,0,
sinm,sinma,0,0,0,0,
sinma,sinma,0,0,0,83,
sinso,sinso,0,0,2,15,
sni,sinxa,40,15,107,0,
sinx,sinxa,0,0,0,0,
sinxa,sinxa,0,0,0,504,
sip,sipna,61,0,0,0,
sipna,sipna,0,0,22,537,
sipn,sipna,0,0,0,0,
sir,sirji,7,14,0,0,
sirji,sirji,0,0,13,98,
sirxo,sirxo,0,0,1,4,
siska,siska,1,0,0,0,
sis,sisku,48,7,0,0,
sisku,sisku,1,0,17,590,
sisk,sisku,0,0,0,0,
siste,siste,0,0,2,0,
sti,sisti,59,10,101,0,
sisti,sisti,0,0,0,209,
sitna,sitna,7,0,22,56,
sit,sitna,3,0,0,0,
siv,sivni,14,0,0,0,
sivni,sivni,0,0,7,20,
skaci,skaci,0,0,3,11,
sam,skami,440,13,0,0,
skami,skami,0,0,6,750,
skam,skami,0,0,0,0,
skapi,skapi,0,0,40,75,
kap,skapi,33,0,0,0,
skap,skapi,0,0,0,0,
ska,skari,34,0,105,0,
skari,skari,0,0,0,431,
ski,skicu,36,12,220,0,
skicu,skicu,0,0,2,497,
skic,skicu,0,0,0,0,
sij,skiji,2,1,0,0,
skiji,skiji,0,0,2,5,
kin,skina,22,5,0,0,
skina,skina,0,0,9,105,
sko,skori,10,8,12,0,
skori,skori,0,0,0,15,
kot,skoto,52,13,0,0,
ko'o,skoto,0,13,14,0,
ku'o,skuro,0,4,1,0,
sau,slabu,56,46,107,0,
slab,slabu,0,0,0,0,
slabu,slabu,0,0,0,445,
slaka,slaka,0,0,3,49,
slak,slaka,0,1,0,0,
slami,slami,0,0,5,7,
slanu,slanu,0,0,4,10,
sar,slari,10,0,0,0,
slari,slari,0,0,1,15,
las,slasi,1,0,0,0,
slasi,slasi,0,0,1,19,
lig,sligu,5,12,0,0,
sligu,sligu,0,0,3,31,
slig,sligu,0,0,0,0,
sli,slilu,37,10,59,0,
slil,slilu,0,0,0,0,
lo'o,slovo,0,0,1,0,
slu,sluji,26,0,2,0,
slun,sluni,1,0,0,0,
sluni,sluni,0,0,1,18,
smacu,smacu,0,0,4,188,
smac,smacu,2,0,0,0,
smad,smadi,3,30,0,0,
smadi,smadi,0,0,33,235,
sma,smaji,75,1,19,0,
smaj,smaji,0,0,0,0,
smaji,smaji,0,0,0,210,
sman,smani,4,0,0,0,
smani,smani,0,0,1,27,
smo,smoka,0,0,3,0,
muc,smuci,11,0,0,0,
smuci,smuci,0,0,2,13,
smune,smune,0,0,2,0,
smu,smuni,76,11,263,0,
mun,smuni,0,2,0,0,
smun,smuni,0,0,0,0,
smuni,smuni,0,0,0,1119,
snada,snada,2,0,54,430,
sad,snada,15,0,0,0,
snad,snada,0,0,0,0,
nan,snanu,27,13,0,0,
snanu,snanu,0,0,2,87,
snan,snanu,0,0,0,0,
nid,snidu,13,8,0,0,
snidu,snidu,0,0,4,33,
si'e,snime,16,0,0,0,
snipa,snipa,0,0,18,17,
nip,snipa,14,0,0,0,
snuji,snuji,0,0,12,73,
nuj,snuji,6,0,0,0,
nur,snura,46,6,0,0,
nu'a,snura,1,0,1,0,
snura,snura,0,0,0,97,
nut,snuti,5,0,0,0,
snuti,snuti,0,0,4,56,
soz,so,3,1,0,0,
soj,so'a,3,0,0,0,
sop,so'e,4,0,0,0,
sor,so'i,89,0,0,0,
so'i,so'i,17,0,3,0,
sos,so'o,21,1,0,0,
sot,so'u,1,0,0,0,
so'e,sobde,28,0,3,0,
sodna,sodna,0,0,1,8,
sodva,sodva,0,0,1,22,
sof,softo,2,0,0,0,
softo,softo,0,0,2,21,
slo,solji,8,2,2,0,
sol,solri,115,11,0,0,
solri,solri,0,0,4,310,
solr,solri,0,0,0,0,
som,sombo,39,1,0,0,
so'o,sombo,7,0,2,0,
soi,sonci,30,1,47,0,
son,sonci,8,0,0,0,
sonci,sonci,0,0,0,119,
sro,sorcu,13,11,79,0,
so'u,sorcu,0,0,15,0,
sorcu,sorcu,0,0,0,72,
sorgu,sorgu,0,0,1,11,
so'a,sovda,0,3,38,0,
sov,sovda,2,0,0,0,
paj,spaji,47,40,0,0,
spaji,spaji,0,0,12,115,
spaj,spaji,0,0,0,0,
spali,spali,0,0,5,27,
san,spano,138,2,0,0,
spano,spano,0,0,7,75,
span,spano,0,0,0,0,
spa,spati,34,1,21,0,
spati,spati,0,0,0,104,
spena,spena,0,0,4,0,
spe,speni,127,6,154,0,
speni,speni,0,0,0,387,
spi,spisa,10,0,53,0,
spita,spita,0,0,4,16,
pof,spofu,10,0,0,0,
po'u,spofu,0,2,1,0,
spof,spofu,0,0,0,0,
poj,spoja,11,2,0,0,
po'a,spoja,1,4,5,0,
spoj,spoja,0,0,0,0,
spu,spuda,100,0,70,0,
spuda,spuda,0,0,0,600,
pu'u,sputu,0,0,13,0,
raj,sraji,119,7,0,0,
sraji,sraji,0,0,2,52,
rak,sraku,18,0,0,0,
