rafsi_or_cmavo	rafsi_or_cmavo_shape	rafsi_or_cmavo_len	gismu	gismu_shape	gismu_pos	as_rafsi_ini	as_rafsi_med	as_rafsi_fin	as_rafsi	percentage_ini	percentage_med	percentage_fin	as_gismu	as_cmavo	gismu:1	gismu_freq
gus	CAC	3	gusni	CACCA	1 2 3	70	12	0	82	0.0	0.0	0.0	0	0	gusni	290.0
gusni	CACCA	5	gusni	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	346	0	gusni	290.0
gusn	CACC	4	gusni	CACCA	1 2 3 4	0	0	0	0				0	0	gusni	290.0
gusta	CACCA	5	gusta	CACCA	1 2 3 4 5	0	0	18	18	0.0	0.0	100.0	95	0	gusta	19.0
gust	CACC	4	gusta	CACCA	1 2 3 4	1	0	0	1	100.0	0.0	0.0	0	0	gusta	19.0
gutci	CACCA	5	gutci	CACCA	1 2 3 4 5	0	0	20	20	0.0	0.0	100.0	106	0	gutci	20.0
gutr	CACC	4	gutra	CACCA	1 2 3 4	20	0	0	20	100.0	0.0	0.0	0	0	gutra	21.0
gutra	CACCA	5	gutra	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	18	0	gutra	21.0
zme	CCA	3	guzme	CACCA	3 4 5	1	0	2	3	0.0	0.0	0.0	0	0	guzme	3.0
guzme	CACCA	5	guzme	CACCA	1 2 3 4 5	0	0	0	0				28	0	guzme	3.0
jav	CAC	3	ja	CA	1 2 	0	23	0	23	0.0	100.0	0.0	0	0	ja	23.0
jabre	CACCA	5	jabre	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	5	0	jabre	5.0
ja'i	CAA	3	jadni	CACCA	1 2 5	3	0	65	68	0.0	0.0	0.0	0	0	jadni	87.0
jad	CAC	3	jadni	CACCA	1 2 3	15	0	0	15	100.0	0.0	0.0	0	0	jadni	87.0
jadni	CACCA	5	jadni	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	64	0	jadni	87.0
jakne	CACCA	5	jakne	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	23	0	jakne	5.0
ja'e	CAA	3	jalge	CACCA	1 2 5	1	7	38	46	0.0	0.0	0.0	0	256	jalge	48.0
jag	CAC	3	jalge	CACCA	1 2 4	2	0	0	2	100.0	0.0	0.0	0	0	jalge	48.0
jalge	CACCA	5	jalge	CACCA	1 2 3 4 5	0	0	0	0				168	0	jalge	48.0
jalna	CACCA	5	jalna	CACCA	1 25 3 4 25	0	0	2	2	0.0	0.0	100.0	5	0	jalna	2.0
jalra	CACCA	5	jalra	CACCA	1 25 3 4 25	0	0	37	37	0.0	0.0	100.0	29	0	jalra	37.0
jamfa	CACCA	5	jamfa	CACCA	1 25 3 4 25	0	0	4	4	0.0	0.0	100.0	0	0	jamfa	4.0
jma	CCA	3	jamfu	CACCA	1 3 2	52	8	14	74	0.0	0.0	0.0	0	0	jamfu	78.0
jaf	CAC	3	jamfu	CACCA	1 2 4	0	4	0	4	0.0	100.0	0.0	0	0	jamfu	78.0
jamf	CACC	4	jamfu	CACCA	1 2 3 4	0	0	0	0				0	0	jamfu	78.0
jamna	CACCA	5	jamna	CACCA	1 25 3 4 25	14	7	7	28	0.0	0.0	0.0	87	0	jamna	46.0
jam	CAC	3	jamna	CACCA	1 25 3	15	3	0	18	0.0	0.0	0.0	0	0	jamna	46.0
jamn	CACC	4	jamna	CACCA	1 25 3 4	0	0	0	0				0	0	jamna	46.0
janbe	CACCA	5	janbe	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	26	0	janbe	8.0
jab	CAC	3	janbe	CACCA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	janbe	8.0
janb	CACC	4	janbe	CACCA	1 2 3 4	0	0	0	0				0	0	janbe	8.0
jan	CAC	3	janco	CACCA	1 2 3	8	1	0	9	0.0	0.0	0.0	0	0	janco	11.0
janco	CACCA	5	janco	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	54	0	janco	11.0
janli	CACCA	5	janli	CACCA	1 2 3 4 5	2	0	8	10	0.0	0.0	0.0	26	0	janli	15.0
jal	CAC	3	janli	CACCA	1 2 4	5	0	0	5	100.0	0.0	0.0	0	0	janli	15.0
jas	CAC	3	jansu	CACCA	1 2 4	10	0	0	10	100.0	0.0	0.0	0	0	jansu	13.0
jansu	CACCA	5	jansu	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	6	0	jansu	13.0
janta	CACCA	5	janta	CACCA	1 25 3 4 25	0	0	3	3	0.0	0.0	100.0	16	0	janta	3.0
jarbu	CACCA	5	jarbu	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	18	0	jarbu	3.0
ja'o	CAA	3	jarco	CACCA	1 2 5	15	44	99	158	0.0	0.0	0.0	0	0	jarco	158.0
jarc	CACC	4	jarco	CACCA	1 2 3 4	0	0	0	0				0	0	jarco	158.0
jarco	CACCA	5	jarco	CACCA	1 2 3 4 5	0	0	0	0				336	0	jarco	158.0
jak	CAC	3	jarki	CACCA	1 2 4	44	0	0	44	100.0	0.0	0.0	0	0	jarki	46.0
jarki	CACCA	5	jarki	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	56	0	jarki	46.0
jaspu	CACCA	5	jaspu	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	11	0	jaspu	3.0
ja'a	CAA	3	jatna	CACCA	1 25 25	0	0	79	79	0.0	0.0	100.0	0	0	jatna	79.0
jatna	CACCA	5	jatna	CACCA	1 25 3 4 25	0	0	0	0				85	0	jatna	79.0
jva	CCA	3	javni	CACCA	1 3 2	62	6	20	88	0.0	0.0	0.0	0	0	javni	88.0
bam	CAC	3	jbama	CCACA	2 35 4	6	0	0	6	100.0	0.0	0.0	0	0	jbama	7.0
jbama	CCACA	5	jbama	CCACA	1 2 35 4 35	0	0	1	1	0.0	0.0	100.0	23	0	jbama	7.0
jba	CCA	3	jbari	CCACA	1 2 3	0	0	31	31	0.0	0.0	100.0	0	0	jbari	31.0
jbe	CCA	3	jbena	CCACA	1 2 3	62	52	75	189	0.0	0.0	0.0	0	0	jbena	189.0
jben	CCAC	4	jbena	CCACA	1 2 3 4	0	0	0	0				0	0	jbena	189.0
jbena	CCACA	5	jbena	CCACA	1 2 3 4 5	0	0	0	0				231	0	jbena	189.0
jer	CAC	3	jbera	CCACA	1 3 4	3	2	0	5	0.0	0.0	0.0	0	0	jbera	8.0
jbera	CCACA	5	jbera	CCACA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	55	0	jbera	8.0
bi'i	CAA	3	jbini	CCACA	2 35 35	0	0	56	56	0.0	0.0	100.0	0	0	jbini	95.0
bin	CAC	3	jbini	CCACA	2 35 4	24	15	0	39	0.0	0.0	0.0	0	0	jbini	95.0
jbin	CCAC	4	jbini	CCACA	1 2 35 4	0	0	0	0				0	0	jbini	95.0
jar	CAC	3	jdari	CCACA	1 3 4	17	1	0	18	0.0	0.0	0.0	0	0	jdari	24.0
jdari	CCACA	5	jdari	CCACA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	91	0	jdari	24.0
jdi	CCA	3	jdice	CCACA	1 2 3	13	4	35	52	0.0	0.0	0.0	0	0	jdice	52.0
jdice	CCACA	5	jdice	CCACA	1 2 3 4 5	0	0	0	0				179	0	jdice	52.0
jdik	CCAC	4	jdika	CCACA	1 2 3 4	24	0	0	24	100.0	0.0	0.0	0	0	jdika	32.0
jdika	CCACA	5	jdika	CCACA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	82	0	jdika	32.0
di'a	CAA	3	jdima	CCACA	2 3 5	0	2	16	18	0.0	0.0	0.0	0	0	jdima	18.0
jdima	CCACA	5	jdima	CCACA	1 2 3 4 5	0	0	0	0				130	0	jdima	18.0
din	CAC	3	jdini	CCACA	2 35 4	47	11	0	58	0.0	0.0	0.0	0	0	jdini	66.0
di'i	CAA	3	jdini	CCACA	2 35 35	1	2	5	8	0.0	0.0	0.0	0	0	jdini	66.0
jdu	CCA	3	jduli	CCACA	1 2 3	10	0	8	18	0.0	0.0	0.0	0	0	jduli	18.0
jve	CCA	3	je	CA	1  2	0	14	0	14	0.0	100.0	0.0	0	0	je	14.0
jev	CAC	3	je	CA	1 2 	0	0	0	0				0	0	je	14.0
jec	CAC	3	jecta	CACCA	1 2 3	23	0	0	23	100.0	0.0	0.0	0	0	jecta	49.0
je'a	CAA	3	jecta	CACCA	1 2 5	2	0	18	20	0.0	0.0	0.0	0	0	jecta	49.0
jecta	CACCA	5	jecta	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	159	0	jecta	49.0
ject	CACC	4	jecta	CACCA	1 2 3 4	0	0	0	0				0	0	jecta	49.0
jef	CAC	3	jeftu	CACCA	1 2 3	129	0	0	129	100.0	0.0	0.0	0	0	jeftu	193.0
jeftu	CACCA	5	jeftu	CACCA	1 2 3 4 5	0	0	64	64	0.0	0.0	100.0	165	0	jeftu	193.0
jeft	CACC	4	jeftu	CACCA	1 2 3 4	0	0	0	0				0	0	jeftu	193.0
jeg	CAC	3	jegvo	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	jegvo	3.0
je'o	CAA	3	jegvo	CACCA	1 2 5	0	0	1	1	0.0	0.0	100.0	0	0	jegvo	3.0
jez	CAC	3	jei	CAA	1 2 	0	0	3	3	0.0	0.0	100.0	0	0	jei	3.0
jel	CAC	3	jelca	CACCA	1 2 3	30	2	0	32	0.0	0.0	0.0	0	0	jelca	38.0
jelca	CACCA	5	jelca	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	66	0	jelca	38.0
jme	CCA	3	jemna	CACCA	1 3 2	10	1	16	27	0.0	0.0	0.0	0	0	jemna	27.0
jenca	CACCA	5	jenca	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	18	0	jenca	9.0
jendu	CACCA	5	jendu	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	3	0	jendu	2.0
jei	CAA	3	jenmi	CACCA	1 2 5	1	2	10	13	0.0	0.0	0.0	0	0	jenmi	16.0
jem	CAC	3	jenmi	CACCA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	jenmi	16.0
jenmi	CACCA	5	jenmi	CACCA	1 2 3 4 5	0	0	0	0				66	0	jenmi	16.0
jerna	CACCA	5	jerna	CACCA	1 2 3 4 5	0	0	17	17	0.0	0.0	100.0	39	0	jerna	29.0
jern	CACC	4	jerna	CACCA	1 2 3 4	4	8	0	12	0.0	0.0	0.0	0	0	jerna	29.0
je'i	CAA	3	jersi	CACCA	1 2 5	4	2	33	39	0.0	0.0	0.0	0	0	jersi	39.0
jersi	CACCA	5	jersi	CACCA	1 2 3 4 5	0	0	0	0				118	0	jersi	39.0
jerxo	CACCA	5	jerxo	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	0	0	jerxo	1.0
jes	CAC	3	jesni	CACCA	1 2 3	6	0	0	6	100.0	0.0	0.0	0	0	jesni	8.0
jesni	CACCA	5	jesni	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	26	0	jesni	8.0
je'e	CAA	3	jetce	CACCA	1 25 25	1	0	4	5	0.0	0.0	0.0	0	0	jetce	5.0
jetfu	CACCA	5	jetfu	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	0	0	jetfu	1.0
jetni	CACCA	5	jetni	CACCA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	0	0	jetni	8.0
jet	CAC	3	jetnu	CACCA	1 2 3	131	6	0	137	0.0	0.0	0.0	0	0	jetnu	209.0
je'u	CAA	3	jetnu	CACCA	1 2 5	22	0	50	72	0.0	0.0	0.0	0	163	jetnu	209.0
jetnu	CACCA	5	jetnu	CACCA	1 2 3 4 5	0	0	0	0				863	0	jetnu	209.0
ja'u	CAA	3	jgalu	CCACA	1 3 5	7	0	1	8	0.0	0.0	0.0	0	0	jgalu	8.0
jga	CCA	3	jganu	CCACA	1 2 3	7	2	2	11	0.0	0.0	0.0	0	0	jganu	11.0
jai	CAA	3	jgari	CCACA	1 3 5	8	0	104	112	0.0	0.0	0.0	0	0	jgari	112.0
jgari	CCACA	5	jgari	CCACA	1 2 3 4 5	0	0	0	0				134	0	jgari	112.0
jge	CCA	3	jgena	CCACA	1 2 3	11	0	1	12	0.0	0.0	0.0	0	0	jgena	12.0
gin	CAC	3	jgina	CCACA	2 3 4	9	0	0	9	100.0	0.0	0.0	0	0	jgina	11.0
jgina	CCACA	5	jgina	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	16	0	jgina	11.0
jgi	CCA	3	jgira	CCACA	1 2 3	11	1	27	39	0.0	0.0	0.0	0	0	jgira	39.0
jgira	CCACA	5	jgira	CCACA	1 2 3 4 5	0	0	0	0				52	0	jgira	39.0
jgita	CCACA	5	jgita	CCACA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	16	0	jgita	11.0
git	CAC	3	jgita	CCACA	2 3 4	3	0	0	3	100.0	0.0	0.0	0	0	jgita	11.0
jbi	CCA	3	jibni	CACCA	1 3 25	100	8	53	161	0.0	0.0	0.0	0	0	jibni	161.0
jibni	CACCA	5	jibni	CACCA	1 25 3 4 25	0	0	0	0				233	0	jibni	161.0
jibra	CACCA	5	jibra	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	0	0	jibra	1.0
jibri	CACCA	5	jibri	CACCA	1 25 3 4 25	0	0	60	60	0.0	0.0	100.0	203	0	jibri	74.0
jib	CAC	3	jibri	CACCA	1 25 3	14	0	0	14	100.0	0.0	0.0	0	0	jibri	74.0
jibr	CACC	4	jibri	CACCA	1 25 3 4	0	0	0	0				0	0	jibri	74.0
jicla	CACCA	5	jicla	CACCA	1 2 3 4 5	0	0	35	35	0.0	0.0	100.0	16	0	jicla	37.0
jicl	CACC	4	jicla	CACCA	1 2 3 4	2	0	0	2	100.0	0.0	0.0	0	0	jicla	37.0
cmu	CCA	3	jicmu	CACCA	3 4 5	70	2	29	101	0.0	0.0	0.0	0	0	jicmu	101.0
jijnu	CACCA	5	jijnu	CACCA	13 2 13 4 5	1	0	3	4	0.0	0.0	0.0	48	0	jijnu	5.0
jij	CAC	3	jijnu	CACCA	13 2 13	1	0	0	1	100.0	0.0	0.0	0	0	jijnu	5.0
jik	CAC	3	jikca	CACCA	1 2 3	150	12	0	162	0.0	0.0	0.0	0	0	jikca	204.0
jikca	CACCA	5	jikca	CACCA	1 2 3 4 5	10	0	32	42	0.0	0.0	0.0	198	0	jikca	204.0
jikc	CACC	4	jikca	CACCA	1 2 3 4	0	0	0	0				0	0	jikca	204.0
jikru	CACCA	5	jikru	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	4	0	jikru	10.0
jikr	CACC	4	jikru	CACCA	1 2 3 4	4	0	0	4	100.0	0.0	0.0	0	0	jikru	10.0
jilka	CACCA	5	jilka	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	3	0	jilka	1.0
jilra	CACCA	5	jilra	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	23	0	jilra	3.0
jimca	CACCA	5	jimca	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	41	0	jimca	2.0
jmi	CCA	3	jimpe	CACCA	1 3 2	47	9	301	357	0.0	0.0	0.0	0	0	jimpe	362.0
jimpe	CACCA	5	jimpe	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	1374	0	jimpe	362.0
jimp	CACC	4	jimpe	CACCA	1 2 3 4	0	0	0	0				0	0	jimpe	362.0
jimru	CACCA	5	jimru	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	0	0	jimru	3.0
jimte	CACCA	5	jimte	CACCA	1 2 3 4 5	0	0	33	33	0.0	0.0	100.0	59	0	jimte	55.0
jit	CAC	3	jimte	CACCA	1 2 4	22	0	0	22	100.0	0.0	0.0	0	0	jimte	55.0
jinci	CACCA	5	jinci	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	26	0	jinci	1.0
ji'a	CAA	3	jinga	CACCA	1 2 5	51	6	19	76	0.0	0.0	0.0	0	0	jinga	91.0
jig	CAC	3	jinga	CACCA	1 2 4	15	0	0	15	100.0	0.0	0.0	0	0	jinga	91.0
jinga	CACCA	5	jinga	CACCA	1 2 3 4 5	0	0	0	0				54	0	jinga	91.0
jinku	CACCA	5	jinku	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	7	0	jinku	4.0
jim	CAC	3	jinme	CACCA	1 2 4	16	0	0	16	100.0	0.0	0.0	0	0	jinme	19.0
jinme	CACCA	5	jinme	CACCA	1 2 3 4 5	2	0	1	3	0.0	0.0	0.0	25	0	jinme	19.0
jinm	CACC	4	jinme	CACCA	1 2 3 4	0	0	0	0				0	0	jinme	19.0
jir	CAC	3	jinru	CACCA	1 2 4	9	0	0	9	100.0	0.0	0.0	0	0	jinru	14.0
jinru	CACCA	5	jinru	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	30	0	jinru	14.0
jinr	CACC	4	jinru	CACCA	1 2 3 4	0	0	0	0				0	0	jinru	14.0
jis	CAC	3	jinsa	CACCA	1 2 4	41	8	0	49	0.0	0.0	0.0	0	0	jinsa	86.0
jinsa	CACCA	5	jinsa	CACCA	1 2 3 4 5	0	0	37	37	0.0	0.0	100.0	54	0	jinsa	86.0
jinto	CACCA	5	jinto	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	53	0	jinto	4.0
jint	CACC	4	jinto	CACCA	1 2 3 4	1	0	0	1	100.0	0.0	0.0	0	0	jinto	4.0
ji'i	CAA	3	jinvi	CACCA	1 25 25	7	0	50	57	0.0	0.0	0.0	0	0	jinvi	67.0
jiv	CAC	3	jinvi	CACCA	1 25 4	10	0	0	10	100.0	0.0	0.0	0	0	jinvi	67.0
jinv	CACC	4	jinvi	CACCA	1 25 3 4	0	0	0	0				0	0	jinvi	67.0
jinvi	CACCA	5	jinvi	CACCA	1 25 3 4 25	0	0	0	0				1029	0	jinvi	67.0
jinzi	CACCA	5	jinzi	CACCA	1 25 3 4 25	0	0	16	16	0.0	0.0	100.0	53	0	jinzi	29.0
jiz	CAC	3	jinzi	CACCA	1 25 4	10	3	0	13	0.0	0.0	0.0	0	0	jinzi	29.0
jipc	CACC	4	jipci	CACCA	1 25 3 4	18	0	0	18	100.0	0.0	0.0	0	0	jipci	36.0
jipci	CACCA	5	jipci	CACCA	1 25 3 4 25	0	0	18	18	0.0	0.0	100.0	75	0	jipci	36.0
jip	CAC	3	jipno	CACCA	1 2 3	41	0	0	41	100.0	0.0	0.0	0	0	jipno	50.0
ji'o	CAA	3	jipno	CACCA	1 2 5	0	0	9	9	0.0	0.0	100.0	0	0	jipno	50.0
jipno	CACCA	5	jipno	CACCA	1 2 3 4 5	0	0	0	0				55	0	jipno	50.0
jirna	CACCA	5	jirna	CACCA	1 2 3 4 5	0	0	357	357	0.0	0.0	100.0	34	0	jirna	372.0
jirn	CACC	4	jirna	CACCA	1 2 3 4	3	12	0	15	0.0	0.0	0.0	0	0	jirna	372.0
jirne	CACCA	5	jirne	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	0	0	jirne	4.0
jisra	CACCA	5	jisra	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	15	0	jisra	1.0
jif	CAC	3	jitfa	CACCA	1 2 4	56	1	0	57	0.0	0.0	0.0	0	0	jitfa	72.0
jitfa	CACCA	5	jitfa	CACCA	1 2 3 4 5	12	0	3	15	0.0	0.0	0.0	177	0	jitfa	72.0
jitf	CACC	4	jitfa	CACCA	1 2 3 4	0	0	0	0				0	0	jitfa	72.0
tro	CCA	3	jitro	CACCA	3 4 5	7	7	153	167	0.0	0.0	0.0	0	0	jitro	173.0
jitro	CACCA	5	jitro	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	144	0	jitro	173.0
jivbu	CACCA	5	jivbu	CACCA	1 2 3 4 5	0	0	10	10	0.0	0.0	100.0	19	0	jivbu	10.0
jvi	CCA	3	jivna	CACCA	1 3 2	107	30	119	256	0.0	0.0	0.0	0	0	jivna	256.0
jivna	CACCA	5	jivna	CACCA	1 2 3 4 5	0	0	0	0				85	0	jivna	256.0
jivni	CACCA	5	jivni	CACCA	1 25 3 4 25	0	0	6	6	0.0	0.0	100.0	0	0	jivni	6.0
jaj	CAC	3	jmaji	CCACA	14 3 14	37	10	0	47	0.0	0.0	0.0	0	0	jmaji	79.0
jmaji	CCACA	5	jmaji	CCACA	14 2 3 14 5	3	0	29	32	0.0	0.0	0.0	86	0	jmaji	79.0
jmifa	CCACA	5	jmifa	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	3	0	jmifa	2.0
min	CAC	3	jmina	CCACA	2 3 4	41	4	0	45	0.0	0.0	0.0	0	0	jmina	63.0
jmina	CCACA	5	jmina	CCACA	1 2 3 4 5	4	0	14	18	0.0	0.0	0.0	126	0	jmina	63.0
ji'e	CAA	3	jmive	CCACA	1 3 5	199	1	37	237	0.0	0.0	0.0	0	0	jmive	295.0
miv	CAC	3	jmive	CCACA	2 3 4	57	0	0	57	100.0	0.0	0.0	0	0	jmive	295.0
jmive	CCACA	5	jmive	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	430	0	jmive	295.0
jmiv	CCAC	4	jmive	CCACA	1 2 3 4	0	0	0	0				0	0	jmive	295.0
jov	CAC	3	jo	CA	1 2 	0	4	0	4	0.0	100.0	0.0	0	0	jo	4.0
jom	CAC	3	jo'e	CAA	1 2 	1	4	0	5	0.0	0.0	0.0	0	0	jo'e	9.0
joz	CAC	3	jo'e	CAA	1 2 	0	4	0	4	0.0	100.0	0.0	0	0	jo'e	9.0
jo'u	CAA	3	jo'u	CAA	1 2 4	0	6	0	6	0.0	100.0	0.0	0	0	jo'u	6.0
joi	CAA	3	joi	CAA	1 2 3	2	27	0	29	0.0	0.0	0.0	0	0	joi	35.0
jol	CAC	3	joi	CAA	1 2 	0	6	0	6	0.0	100.0	0.0	0	0	joi	35.0
jo'o	CAA	3	jordo	CACCA	1 25 25	0	0	1	1	0.0	0.0	100.0	0	0	jordo	1.0
jo'e	CAA	3	jorne	CACCA	1 2 5	13	0	65	78	0.0	0.0	0.0	0	0	jorne	124.0
jon	CAC	3	jorne	CACCA	1 2 4	40	6	0	46	0.0	0.0	0.0	0	0	jorne	124.0
jorn	CACC	4	jorne	CACCA	1 2 3 4	0	0	0	0				0	0	jorne	124.0
jorne	CACCA	5	jorne	CACCA	1 2 3 4 5	0	0	0	0				184	0	jorne	124.0
juv	CAC	3	ju	CA	1 2 	0	2	0	2	0.0	100.0	0.0	0	0	ju	2.0
jbu	CCA	3	jubme	CACCA	1 3 2	57	0	33	90	0.0	0.0	0.0	0	0	jubme	90.0
jubme	CACCA	5	jubme	CACCA	1 2 3 4 5	0	0	0	0				699	0	jubme	90.0
judri	CACCA	5	judri	CACCA	1 2 3 4 5	0	0	63	63	0.0	0.0	100.0	125	0	judri	63.0
ju'a	CAA	3	jufra	CACCA	1 2 5	19	5	36	60	0.0	0.0	0.0	0	72	jufra	100.0
juf	CAC	3	jufra	CACCA	1 2 3	40	0	0	40	100.0	0.0	0.0	0	0	jufra	100.0
jufr	CACC	4	jufra	CACCA	1 2 3 4	0	0	0	0				0	0	jufra	100.0
jufra	CACCA	5	jufra	CACCA	1 2 3 4 5	0	0	0	0				503	0	jufra	100.0
juk	CAC	3	jukni	CACCA	1 2 3	25	0	0	25	100.0	0.0	0.0	0	0	jukni	42.0
jukni	CACCA	5	jukni	CACCA	1 2 3 4 5	0	0	17	17	0.0	0.0	100.0	44	0	jukni	42.0
jukn	CACC	4	jukni	CACCA	1 2 3 4	0	0	0	0				0	0	jukni	42.0
jup	CAC	3	jukpa	CACCA	1 2 4	75	16	0	91	0.0	0.0	0.0	0	0	jukpa	141.0
jukpa	CACCA	5	jukpa	CACCA	1 2 3 4 5	0	0	50	50	0.0	0.0	100.0	152	0	jukpa	141.0
ju'e	CAA	3	julne	CACCA	1 2 5	9	1	11	21	0.0	0.0	0.0	0	0	julne	21.0
juln	CACC	4	julne	CACCA	1 2 3 4	0	0	0	0				0	0	julne	21.0
julne	CACCA	5	julne	CACCA	1 2 3 4 5	0	0	0	0				38	0	julne	21.0
ju'i	CAA	3	jundi	CACCA	1 2 5	9	1	72	82	0.0	0.0	0.0	0	368	jundi	117.0
jud	CAC	3	jundi	CACCA	1 2 4	35	0	0	35	100.0	0.0	0.0	0	0	jundi	117.0
jundi	CACCA	5	jundi	CACCA	1 2 3 4 5	0	0	0	0				272	0	jundi	117.0
jug	CAC	3	jungo	CACCA	1 2 4	23	0	0	23	100.0	0.0	0.0	0	0	jungo	24.0
jungo	CACCA	5	jungo	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	93	0	jungo	24.0
jul	CAC	3	junla	CACCA	1 2 4	15	3	0	18	0.0	0.0	0.0	0	0	junla	21.0
junla	CACCA	5	junla	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	25	0	junla	21.0
jur	CAC	3	junri	CACCA	1 2 4	11	0	0	11	100.0	0.0	0.0	0	0	junri	16.0
junri	CACCA	5	junri	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	52	0	junri	16.0
junr	CACC	4	junri	CACCA	1 2 3 4	0	0	0	0				0	0	junri	16.0
junt	CACC	4	junta	CACCA	1 2 3 4	9	0	0	9	100.0	0.0	0.0	0	0	junta	11.0
junta	CACCA	5	junta	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	107	0	junta	11.0
jum	CAC	3	jurme	CACCA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	jurme	4.0
jurme	CACCA	5	jurme	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	13	0	jurme	4.0
jurm	CACC	4	jurme	CACCA	1 2 3 4	0	0	0	0				0	0	jurme	4.0
jursa	CACCA	5	jursa	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	19	0	jursa	4.0
jut	CAC	3	jutsi	CACCA	1 2 3	3	0	0	3	100.0	0.0	0.0	0	0	jutsi	5.0
jutsi	CACCA	5	jutsi	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	100	0	jutsi	5.0
juxre	CACCA	5	juxre	CACCA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	35	0	juxre	12.0
ji'u	CAA	3	jvinu	CCACA	1 3 5	0	0	11	11	0.0	0.0	100.0	0	0	jvinu	18.0
vin	CAC	3	jvinu	CCACA	2 3 4	7	0	0	7	100.0	0.0	0.0	0	0	jvinu	18.0
jvinu	CCACA	5	jvinu	CCACA	1 2 3 4 5	0	0	0	0				112	0	jvinu	18.0
kam	CAC	3	ka	CA	1 2 	0	152	460	612	0.0	0.0	0.0	0	0	ka	726.0
kaz	CAC	3	ka	CA	1 2 	0	20	94	114	0.0	0.0	0.0	0	0	ka	726.0
ka	CA	2	ka	CA	1 2	0	0	0	0				0	0	ka	726.0
kabr	CACC	4	kabri	CACCA	1 2 3 4	35	0	0	35	100.0	0.0	0.0	0	0	kabri	43.0
kabri	CACCA	5	kabri	CACCA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	167	0	kabri	43.0
kacm	CACC	4	kacma	CACCA	1 25 3 4	25	0	0	25	100.0	0.0	0.0	0	0	kacma	27.0
kacma	CACCA	5	kacma	CACCA	1 25 3 4 25	0	0	2	2	0.0	0.0	100.0	31	0	kacma	27.0
