rafsi_or_cmavo	rafsi_or_cmavo_shape	rafsi_or_cmavo_len	gismu	gismu_shape	gismu_pos	as_rafsi_ini	as_rafsi_med	as_rafsi_fin	as_rafsi	percentage_ini	percentage_med	percentage_fin	as_gismu	as_cmavo	gismu:1	gismu_freq
mi'u	CAA	3	mintu	CACCA	1 2 5	1	1	99	101	0.0	0.0	0.0	0	17	mintu	200.0
mit	CAC	3	mintu	CACCA	1 2 4	85	14	0	99	0.0	0.0	0.0	0	0	mintu	200.0
mipra	CACCA	5	mipra	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	mipra	2.0
mip	CAC	3	mipri	CACCA	1 25 3	114	6	0	120	0.0	0.0	0.0	0	0	mipri	160.0
mipri	CACCA	5	mipri	CACCA	1 25 3 4 25	0	0	40	40	0.0	0.0	100.0	189	0	mipri	160.0
mipr	CACC	4	mipri	CACCA	1 25 3 4	0	0	0	0				0	0	mipri	160.0
mirli	CACCA	5	mirli	CACCA	1 25 3 4 25	0	0	7	7	0.0	0.0	100.0	17	0	mirli	7.0
mi'o	CAA	3	misno	CACCA	1 2 5	2	0	18	20	0.0	0.0	0.0	0	0	misno	36.0
mis	CAC	3	misno	CACCA	1 2 3	16	0	0	16	100.0	0.0	0.0	0	0	misno	36.0
misno	CACCA	5	misno	CACCA	1 2 3 4 5	0	0	0	0				138	0	misno	36.0
misro	CACCA	5	misro	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	10	0	misro	1.0
tre	CCA	3	mitre	CACCA	3 4 5	64	4	81	149	0.0	0.0	0.0	0	0	mitre	152.0
mitre	CACCA	5	mitre	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	698	0	mitre	152.0
mitr	CACC	4	mitre	CACCA	1 2 3 4	0	0	0	0				0	0	mitre	152.0
mixra	CACCA	5	mixra	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	0	0	mixra	6.0
xre	CCA	3	mixre	CACCA	3 4 5	2	0	14	16	0.0	0.0	0.0	0	0	mixre	16.0
mix	CAC	3	mixre	CACCA	1 2 3	0	0	0	0				0	0	mixre	16.0
mixre	CACCA	5	mixre	CACCA	1 2 3 4 5	0	0	0	0				32	0	mixre	16.0
mla	CCA	3	mlana	CCACA	1 2 35	23	3	42	68	0.0	0.0	0.0	0	0	mlana	68.0
lat	CAC	3	mlatu	CCACA	2 3 4	13	2	0	15	0.0	0.0	0.0	0	0	mlatu	16.0
mlatu	CCACA	5	mlatu	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	1928	0	mlatu	16.0
mlat	CCAC	4	mlatu	CCACA	1 2 3 4	0	0	0	0				0	0	mlatu	16.0
me'a	CAA	3	mleca	CCACA	1 3 5	0	0	30	30	0.0	0.0	100.0	0	33	mleca	57.0
mec	CAC	3	mleca	CCACA	1 3 4	26	1	0	27	0.0	0.0	0.0	0	0	mleca	57.0
mleca	CCACA	5	mleca	CCACA	1 2 3 4 5	0	0	0	0				184	0	mleca	57.0
led	CAC	3	mledi	CCACA	2 3 4	6	0	0	6	100.0	0.0	0.0	0	0	mledi	12.0
mledi	CCACA	5	mledi	CCACA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	32	0	mledi	12.0
mluni	CCACA	5	mluni	CCACA	1 2 3 4 5	0	0	11	11	0.0	0.0	100.0	248	0	mluni	14.0
lun	CAC	3	mluni	CCACA	2 3 4	3	0	0	3	100.0	0.0	0.0	0	0	mluni	14.0
mob	CAC	3	mo'a	CAA	1 2 	9	0	0	9	100.0	0.0	0.0	0	0	mo'a	9.0
moi	CAA	3	moi	CAA	1 2 3	5	15	29	49	0.0	0.0	0.0	0	0	moi	55.0
mom	CAC	3	moi	CAA	1 2 1	6	0	0	6	100.0	0.0	0.0	0	0	moi	55.0
moc	CAC	3	mokca	CACCA	1 2 4	16	0	0	16	100.0	0.0	0.0	0	0	mokca	27.0
mokca	CACCA	5	mokca	CACCA	1 2 3 4 5	0	0	11	11	0.0	0.0	100.0	71	0	mokca	27.0
mol	CAC	3	moklu	CACCA	1 2 4	76	47	0	123	0.0	0.0	0.0	0	0	moklu	127.0
mo'u	CAA	3	moklu	CACCA	1 2 5	0	0	4	4	0.0	0.0	100.0	0	0	moklu	127.0
mlo	CCA	3	molki	CACCA	1 3 2	0	0	75	75	0.0	0.0	100.0	0	0	molki	75.0
mo'o	CAA	3	molro	CACCA	1 25 25	0	0	2	2	0.0	0.0	100.0	0	0	molro	2.0
mo'i	CAA	3	morji	CACCA	1 2 5	31	7	143	181	0.0	0.0	0.0	0	0	morji	247.0
moj	CAC	3	morji	CACCA	1 2 4	66	0	0	66	100.0	0.0	0.0	0	0	morji	247.0
morj	CACC	4	morji	CACCA	1 2 3 4	0	0	0	0				0	0	morji	247.0
morji	CACCA	5	morji	CACCA	1 2 3 4 5	0	0	0	0				483	0	morji	247.0
mor	CAC	3	morko	CACCA	1 25 3	26	1	0	27	0.0	0.0	0.0	0	0	morko	28.0
morko	CACCA	5	morko	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	0	0	morko	28.0
mo'a	CAA	3	morna	CACCA	1 2 5	0	0	45	45	0.0	0.0	100.0	0	0	morna	81.0
mon	CAC	3	morna	CACCA	1 2 4	32	4	0	36	0.0	0.0	0.0	0	0	morna	81.0
morna	CACCA	5	morna	CACCA	1 2 3 4 5	0	0	0	0				78	0	morna	81.0
mro	CCA	3	morsi	CACCA	1 3 2	305	13	16	334	0.0	0.0	0.0	0	0	morsi	334.0
mors	CACC	4	morsi	CACCA	1 2 3 4	0	0	0	0				0	0	morsi	334.0
morsi	CACCA	5	morsi	CACCA	1 2 3 4 5	0	0	0	0				383	0	morsi	334.0
mos	CAC	3	mosra	CACCA	1 2 3	9	0	0	9	100.0	0.0	0.0	0	0	mosra	15.0
mosra	CACCA	5	mosra	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	13	0	mosra	15.0
mosr	CACC	4	mosra	CACCA	1 2 3 4	0	0	0	0				0	0	mosra	15.0
mraj	CCAC	4	mraji	CCACA	1 2 3 4	4	0	0	4	100.0	0.0	0.0	0	0	mraji	5.0
mraji	CCACA	5	mraji	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	8	0	mraji	5.0
mri	CCA	3	mrilu	CCACA	1 2 3	100	37	414	551	0.0	0.0	0.0	0	0	mrilu	554.0
mrilu	CCACA	5	mrilu	CCACA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	231	0	mrilu	554.0
mril	CCAC	4	mrilu	CCACA	1 2 3 4	0	0	0	0				0	0	mrilu	554.0
mru	CCA	3	mruli	CCACA	1 2 3	0	0	27	27	0.0	0.0	100.0	0	0	mruli	27.0
mum	CAC	3	mu	CA	1 2 1	18	0	0	18	100.0	0.0	0.0	0	0	mu	18.0
muf	CAC	3	mu'e	CAA	1 2 	0	3	48	51	0.0	0.0	0.0	0	0	mu'e	51.0
mut	CAC	3	mucti	CACCA	1 2 4	117	3	0	120	0.0	0.0	0.0	0	0	mucti	120.0
mud	CAC	3	mudri	CACCA	1 2 3	45	3	0	48	0.0	0.0	0.0	0	0	mudri	72.0
mudri	CACCA	5	mudri	CACCA	1 2 3 4 5	0	0	24	24	0.0	0.0	100.0	116	0	mudri	72.0
mudr	CACC	4	mudri	CACCA	1 2 3 4	0	0	0	0				0	0	mudri	72.0
mu'i	CAA	3	mukti	CACCA	1 2 5	0	0	68	68	0.0	0.0	100.0	0	913	mukti	72.0
muk	CAC	3	mukti	CACCA	1 2 3	4	0	0	4	100.0	0.0	0.0	0	0	mukti	72.0
mukti	CACCA	5	mukti	CACCA	1 2 3 4 5	0	0	0	0				383	0	mukti	72.0
mul	CAC	3	mulno	CACCA	1 2 3	114	0	0	114	100.0	0.0	0.0	0	0	mulno	147.0
mu'o	CAA	3	mulno	CACCA	1 2 5	4	0	29	33	0.0	0.0	0.0	0	397	mulno	147.0
mulno	CACCA	5	mulno	CACCA	1 2 3 4 5	0	0	0	0				512	0	mulno	147.0
mu'e	CAA	3	munje	CACCA	1 2 5	16	36	63	115	0.0	0.0	0.0	0	0	munje	153.0
muj	CAC	3	munje	CACCA	1 2 4	32	6	0	38	0.0	0.0	0.0	0	0	munje	153.0
munj	CACC	4	munje	CACCA	1 2 3 4	0	0	0	0				0	0	munje	153.0
munje	CACCA	5	munje	CACCA	1 2 3 4 5	0	0	0	0				417	0	munje	153.0
mupli	CACCA	5	mupli	CACCA	1 2 3 4 5	0	0	15	15	0.0	0.0	100.0	208	0	mupli	23.0
mup	CAC	3	mupli	CACCA	1 2 3	4	4	0	8	0.0	0.0	0.0	0	0	mupli	23.0
murse	CACCA	5	murse	CACCA	1 2 3 4 5	0	0	27	27	0.0	0.0	100.0	49	0	murse	30.0
murs	CACC	4	murse	CACCA	1 2 3 4	3	0	0	3	100.0	0.0	0.0	0	0	murse	30.0
mu'a	CAA	3	murta	CACCA	1 2 5	0	0	5	5	0.0	0.0	100.0	0	0	murta	7.0
mur	CAC	3	murta	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	murta	7.0
murta	CACCA	5	murta	CACCA	1 2 3 4 5	0	0	0	0				9	0	murta	7.0
mus	CAC	3	muslo	CACCA	1 2 3	5	0	0	5	100.0	0.0	0.0	0	0	muslo	6.0
muslo	CACCA	5	muslo	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	23	0	muslo	6.0
tce	CCA	3	mutce	CACCA	3 4 5	536	25	295	856	0.0	0.0	0.0	0	0	mutce	862.0
mutce	CACCA	5	mutce	CACCA	1 2 3 4 5	6	0	0	6	100.0	0.0	0.0	1587	0	mutce	862.0
mutc	CACC	4	mutce	CACCA	1 2 3 4	0	0	0	0				0	0	mutce	862.0
mu'u	CAA	3	muvdu	CACCA	1 25 25	25	2	153	180	0.0	0.0	0.0	0	0	muvdu	281.0
muv	CAC	3	muvdu	CACCA	1 25 3	68	29	0	97	0.0	0.0	0.0	0	0	muvdu	281.0
muvdu	CACCA	5	muvdu	CACCA	1 25 3 4 25	0	0	4	4	0.0	0.0	100.0	439	0	muvdu	281.0
muvd	CACC	4	muvdu	CACCA	1 25 3 4	0	0	0	0				0	0	muvdu	281.0
muzga	CACCA	5	muzga	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	19	0	muzga	6.0
muz	CAC	3	muzga	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	muzga	6.0
nar	CAC	3	na	CA	1 2 	143	27	0	170	0.0	0.0	0.0	0	0	na	170.0
nal	CAC	3	na'e	CAA	1 2 	1247	153	0	1400	0.0	0.0	0.0	0	0	na'e	1400.0
nabmi	CACCA	5	nabmi	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	223	0	nabmi	17.0
nam	CAC	3	nabmi	CACCA	1 2 4	8	0	0	8	100.0	0.0	0.0	0	0	nabmi	17.0
nak	CAC	3	nakni	CACCA	14 2 3	38	0	0	38	100.0	0.0	0.0	0	0	nakni	42.0
nakni	CACCA	5	nakni	CACCA	14 2 3 14 5	0	0	4	4	0.0	0.0	100.0	81	0	nakni	42.0
nakn	CACC	4	nakni	CACCA	14 2 3 14	0	0	0	0				0	0	nakni	42.0
na'i	CAA	3	nalci	CACCA	1 2 5	4	1	19	24	0.0	0.0	0.0	0	0	nalci	24.0
nalci	CACCA	5	nalci	CACCA	1 2 3 4 5	0	0	0	0				108	0	nalci	24.0
nac	CAC	3	namcu	CACCA	1 2 4	70	5	0	75	0.0	0.0	0.0	0	0	namcu	119.0
na'u	CAA	3	namcu	CACCA	1 2 5	8	0	36	44	0.0	0.0	0.0	0	0	namcu	119.0
namcu	CACCA	5	namcu	CACCA	1 2 3 4 5	0	0	0	0				306	0	namcu	119.0
nanba	CACCA	5	nanba	CACCA	13 25 13 4 25	0	0	64	64	0.0	0.0	100.0	76	0	nanba	77.0
nab	CAC	3	nanba	CACCA	13 25 4	13	0	0	13	100.0	0.0	0.0	0	0	nanba	77.0
na'a	CAA	3	nanca	CACCA	13 25 25	20	16	190	226	0.0	0.0	0.0	0	0	nanca	226.0
nanca	CACCA	5	nanca	CACCA	13 25 13 4 25	0	0	0	0				682	0	nanca	226.0
nanci	CACCA	5	nanci	CACCA	13 2 13 4 5	0	0	11	11	0.0	0.0	100.0	0	0	nanci	11.0
nad	CAC	3	nandu	CACCA	13 2 4	44	0	0	44	100.0	0.0	0.0	0	0	nandu	66.0
nandu	CACCA	5	nandu	CACCA	13 2 13 4 5	0	0	22	22	0.0	0.0	100.0	516	0	nandu	66.0
nanla	CACCA	5	nanla	CACCA	13 25 13 4 25	0	0	53	53	0.0	0.0	100.0	216	0	nanla	53.0
nau	CAA	3	nanmu	CACCA	13 2 5	17	1	152	170	0.0	0.0	0.0	0	0	nanmu	170.0
nanmu	CACCA	5	nanmu	CACCA	13 2 13 4 5	0	0	0	0				3587	0	nanmu	170.0
nanvi	CACCA	5	nanvi	CACCA	13 2 13 4 5	0	0	2	2	0.0	0.0	100.0	5	0	nanvi	2.0
narge	CACCA	5	narge	CACCA	1 2 3 4 5	0	0	18	18	0.0	0.0	100.0	71	0	narge	21.0
nag	CAC	3	narge	CACCA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	narge	21.0
naj	CAC	3	narju	CACCA	1 2 4	2	0	0	2	100.0	0.0	0.0	0	0	narju	2.0
na'e	CAA	3	natfe	CACCA	1 2 5	0	3	19	22	0.0	0.0	0.0	0	0	natfe	36.0
naf	CAC	3	natfe	CACCA	1 2 4	10	4	0	14	0.0	0.0	0.0	0	0	natfe	36.0
natfe	CACCA	5	natfe	CACCA	1 2 3 4 5	0	0	0	0				68	0	natfe	36.0
nai	CAA	3	natmi	CACCA	1 2 5	69	4	38	111	0.0	0.0	0.0	0	0	natmi	113.0
nat	CAC	3	natmi	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	natmi	113.0
natm	CACC	4	natmi	CACCA	1 2 3 4	0	0	0	0				0	0	natmi	113.0
natmi	CACCA	5	natmi	CACCA	1 2 3 4 5	0	0	0	0				103	0	natmi	113.0
navni	CACCA	5	navni	CACCA	14 2 3 14 5	0	0	1	1	0.0	0.0	100.0	11	0	navni	1.0
xle	CCA	3	naxle	CACCA	3 4 5	7	0	3	10	0.0	0.0	0.0	0	0	naxle	10.0
zbi	CCA	3	nazbi	CACCA	3 4 5	10	0	47	57	0.0	0.0	0.0	0	0	nazbi	58.0
naz	CAC	3	nazbi	CACCA	1 2 3	1	0	0	1	100.0	0.0	0.0	0	0	nazbi	58.0
nazb	CACC	4	nazbi	CACCA	1 2 3 4	0	0	0	0				0	0	nazbi	58.0
nazbi	CACCA	5	nazbi	CACCA	1 2 3 4 5	0	0	0	0				71	0	nazbi	58.0
nen	CAC	3	nejni	CACCA	14 2 14	11	12	0	23	0.0	0.0	0.0	0	0	nejni	31.0
nejni	CACCA	5	nejni	CACCA	14 2 3 14 5	0	0	8	8	0.0	0.0	100.0	26	0	nejni	31.0
nei	CAA	3	nelci	CACCA	1 2 5	56	20	365	441	0.0	0.0	0.0	0	0	nelci	470.0
nel	CAC	3	nelci	CACCA	1 2 3	17	0	0	17	100.0	0.0	0.0	0	0	nelci	470.0
nelci	CACCA	5	nelci	CACCA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	1386	0	nelci	470.0
nelc	CACC	4	nelci	CACCA	1 2 3 4	0	0	0	0				0	0	nelci	470.0
ner	CAC	3	nenri	CACCA	13 2 4	359	14	0	373	0.0	0.0	0.0	0	0	nenri	424.0
ne'i	CAA	3	nenri	CACCA	13 2 5	3	0	48	51	0.0	0.0	0.0	0	675	nenri	424.0
nenr	CACC	4	nenri	CACCA	13 2 13 4	0	0	0	0				0	0	nenri	424.0
nenri	CACCA	5	nenri	CACCA	13 2 13 4 5	0	0	0	0				958	0	nenri	424.0
nil	CAC	3	ni	CA	1 2 	0	121	132	253	0.0	0.0	0.0	0	0	ni	295.0
niz	CAC	3	ni	CA	1 2 	0	1	41	42	0.0	0.0	0.0	0	0	ni	295.0
ni'i	CAA	3	nibli	CACCA	1 25 25	4	0	27	31	0.0	0.0	0.0	0	149	nibli	41.0
nib	CAC	3	nibli	CACCA	1 25 3	8	0	0	8	100.0	0.0	0.0	0	0	nibli	41.0
nibli	CACCA	5	nibli	CACCA	1 25 3 4 25	2	0	0	2	100.0	0.0	0.0	337	0	nibli	41.0
cte	CCA	3	nicte	CACCA	3 4 5	37	0	97	134	0.0	0.0	0.0	0	0	nicte	134.0
nicte	CACCA	5	nicte	CACCA	1 2 3 4 5	0	0	0	0				216	0	nicte	134.0
ni'e	CAA	3	nilce	CACCA	1 2 5	0	0	4	4	0.0	0.0	100.0	0	0	nilce	4.0
nimre	CACCA	5	nimre	CACCA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	15	0	nimre	7.0
nim	CAC	3	ninmu	CACCA	13 2 4	64	7	0	71	0.0	0.0	0.0	0	0	ninmu	108.0
ni'u	CAA	3	ninmu	CACCA	13 2 5	0	0	37	37	0.0	0.0	100.0	0	0	ninmu	108.0
nirna	CACCA	5	nirna	CACCA	14 2 3 14 5	0	0	16	16	0.0	0.0	100.0	46	0	nirna	30.0
nir	CAC	3	nirna	CACCA	14 2 3	13	1	0	14	0.0	0.0	0.0	0	0	nirna	30.0
nitci	CACCA	5	nitci	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	0	0	nitci	1.0
tcu	CCA	3	nitcu	CACCA	3 4 5	20	0	42	62	0.0	0.0	0.0	0	0	nitcu	62.0
nitc	CACC	4	nitcu	CACCA	1 2 3 4	0	0	0	0				0	0	nitcu	62.0
nitcu	CACCA	5	nitcu	CACCA	1 2 3 4 5	0	0	0	0				1590	0	nitcu	62.0
nivji	CACCA	5	nivji	CACCA	1 25 3 4 25	0	0	2	2	0.0	0.0	100.0	17	0	nivji	2.0
xli	CCA	3	nixli	CACCA	3 4 25	14	0	258	272	0.0	0.0	0.0	0	0	nixli	272.0
nixli	CACCA	5	nixli	CACCA	1 25 3 4 25	0	0	0	0				204	0	nixli	272.0
non	CAC	3	no	CA	1 2 1	14	10	0	24	0.0	0.0	0.0	0	0	no	24.0
nor	CAC	3	no'e	CAA	1 2 	142	3	0	145	0.0	0.0	0.0	0	0	no'e	148.0
no'e	CAA	3	no'e	CAA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	no'e	148.0
nol	CAC	3	nobli	CACCA	1 2 4	553	21	0	574	0.0	0.0	0.0	0	0	nobli	626.0
no'i	CAA	3	nobli	CACCA	1 2 5	0	0	52	52	0.0	0.0	100.0	0	0	nobli	626.0
nobli	CACCA	5	nobli	CACCA	1 2 3 4 5	0	0	0	0				129	0	nobli	626.0
noi	CAA	3	notci	CACCA	1 2 5	26	3	77	106	0.0	0.0	0.0	0	0	notci	185.0
not	CAC	3	notci	CACCA	1 2 3	79	0	0	79	100.0	0.0	0.0	0	0	notci	185.0
notci	CACCA	5	notci	CACCA	1 2 3 4 5	0	0	0	0				401	0	notci	185.0
nun	CAC	3	nu	CA	1 2 1	0	456	1966	2422	0.0	0.0	0.0	0	0	nu	2422.0
nup	CAC	3	nupre	CACCA	1 2 3	24	0	0	24	100.0	0.0	0.0	0	0	nupre	33.0
nu'e	CAA	3	nupre	CACCA	1 2 5	0	0	9	9	0.0	0.0	100.0	0	19	nupre	33.0
nupr	CACC	4	nupre	CACCA	1 2 3 4	0	0	0	0				0	0	nupre	33.0
nupre	CACCA	5	nupre	CACCA	1 2 3 4 5	0	0	0	0				73	0	nupre	33.0
num	CAC	3	nurma	CACCA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	nurma	4.0
nurma	CACCA	5	nurma	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	38	0	nurma	4.0
nu'i	CAA	3	nutli	CACCA	1 2 5	0	0	23	23	0.0	0.0	100.0	0	0	nutli	28.0
nul	CAC	3	nutli	CACCA	1 2 4	0	5	0	5	0.0	100.0	0.0	0	0	nutli	28.0
nutli	CACCA	5	nutli	CACCA	1 2 3 4 5	0	0	0	0				33	0	nutli	28.0
nuzba	CACCA	5	nuzba	CACCA	1 2 3 4 5	0	0	21	21	0.0	0.0	100.0	235	0	nuzba	36.0
nuz	CAC	3	nuzba	CACCA	1 2 3	15	0	0	15	100.0	0.0	0.0	0	0	nuzba	36.0
pav	CAC	3	pa	CA	1 2 	603	36	4	643	0.0	0.0	0.0	0	0	pa	643.0
pa'a	CAA	3	pacna	CACCA	1 25 25	27	0	22	49	0.0	0.0	0.0	0	0	pacna	53.0
pacna	CACCA	5	pacna	CACCA	1 25 3 4 25	2	0	2	4	0.0	0.0	0.0	295	0	pacna	53.0
pacn	CACC	4	pacna	CACCA	1 25 3 4	0	0	0	0				0	0	pacna	53.0
pau	CAA	3	pagbu	CACCA	1 2 5	16	5	107	128	0.0	0.0	0.0	0	0	pagbu	130.0
pag	CAC	3	pagbu	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	pagbu	130.0
pagb	CACC	4	pagbu	CACCA	1 2 3 4	0	0	0	0				0	0	pagbu	130.0
pagbu	CACCA	5	pagbu	CACCA	1 2 3 4 5	0	0	0	0				387	0	pagbu	130.0
gre	CCA	3	pagre	CACCA	3 4 5	65	5	51	121	0.0	0.0	0.0	0	0	pagre	121.0
pagr	CACC	4	pagre	CACCA	1 2 3 4	0	0	0	0				0	0	pagre	121.0
pagre	CACCA	5	pagre	CACCA	1 2 3 4 5	0	0	0	0				230	0	pagre	121.0
pajne	CACCA	5	pajne	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	pajne	2.0
pai	CAA	3	pajni	CACCA	1 2 5	27	2	78	107	0.0	0.0	0.0	0	0	pajni	107.0
pac	CAC	3	palci	CACCA	1 2 4	38	0	0	38	100.0	0.0	0.0	0	0	palci	43.0
palci	CACCA	5	palci	CACCA	1 2 3 4 5	2	0	3	5	0.0	0.0	0.0	172	0	palci	43.0
pak	CAC	3	palku	CACCA	1 2 4	2	0	0	2	100.0	0.0	0.0	0	0	palku	4.0
palku	CACCA	5	palku	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	26	0	palku	4.0
palne	CACCA	5	palne	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	palne	2.0
palt	CACC	4	palta	CACCA	1 25 3 4	17	0	0	17	100.0	0.0	0.0	0	0	palta	24.0
palta	CACCA	5	palta	CACCA	1 25 3 4 25	0	0	7	7	0.0	0.0	100.0	20	0	palta	24.0
pambe	CACCA	5	pambe	CACCA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	15	0	pambe	10.0
pamb	CACC	4	pambe	CACCA	1 2 3 4	2	0	0	2	100.0	0.0	0.0	0	0	pambe	10.0
panci	CACCA	5	panci	CACCA	1 2 3 4 5	2	0	58	60	0.0	0.0	0.0	80	0	panci	101.0
pan	CAC	3	panci	CACCA	1 2 3	41	0	0	41	100.0	0.0	0.0	0	0	panci	101.0
pandi	CACCA	5	pandi	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	8	0	pandi	3.0
panka	CACCA	5	panka	CACCA	1 25 3 4 25	0	0	10	10	0.0	0.0	100.0	65	0	panka	13.0
pank	CACC	4	panka	CACCA	1 25 3 4	3	0	0	3	100.0	0.0	0.0	0	0	panka	13.0
pa'o	CAA	3	panlo	CACCA	1 2 5	0	0	5	5	0.0	0.0	100.0	0	0	panlo	5.0
pap	CAC	3	panpi	CACCA	14 2 14	35	0	0	35	100.0	0.0	0.0	0	0	panpi	52.0
panpi	CACCA	5	panpi	CACCA	14 2 3 14 5	8	0	9	17	0.0	0.0	0.0	100	0	panpi	52.0
panra	CACCA	5	panra	CACCA	1 25 3 4 25	0	0	9	9	0.0	0.0	100.0	91	0	panra	11.0
panr	CACC	4	panra	CACCA	1 25 3 4	2	0	0	2	100.0	0.0	0.0	0	0	panra	11.0
pante	CACCA	5	pante	CACCA	1 2 3 4 5	10	0	19	29	0.0	0.0	0.0	72	0	pante	45.0
pat	CAC	3	pante	CACCA	1 2 4	16	0	0	16	100.0	0.0	0.0	0	0	pante	45.0
pant	CACC	4	pante	CACCA	1 2 3 4	0	0	0	0				0	0	pante	45.0
panzi	CACCA	5	panzi	CACCA	1 2 3 4 5	0	0	204	204	0.0	0.0	100.0	257	0	panzi	226.0
paz	CAC	3	panzi	CACCA	1 2 4	22	0	0	22	100.0	0.0	0.0	0	0	panzi	226.0
panz	CACC	4	panzi	CACCA	1 2 3 4	0	0	0	0				0	0	panzi	226.0
papri	CACCA	5	papri	CACCA	13 2 13 4 5	0	0	35	35	0.0	0.0	100.0	66	0	papri	48.0
papr	CACC	4	papri	CACCA	13 2 13 4	13	0	0	13	100.0	0.0	0.0	0	0	papri	48.0
parbi	CACCA	5	parbi	CACCA	1 2 3 4 5	1	0	5	6	0.0	0.0	0.0	17	0	parbi	7.0
pab	CAC	3	parbi	CACCA	1 2 4	1	0	0	1	100.0	0.0	0.0	0	0	parbi	7.0
pas	CAC	3	pastu	CACCA	1 2 3	8	0	0	8	100.0	0.0	0.0	0	0	pastu	9.0
pastu	CACCA	5	pastu	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	11	0	pastu	9.0
pa'u	CAA	3	patfu	CACCA	1 2 5	7	7	66	80	0.0	0.0	0.0	0	0	patfu	124.0
paf	CAC	3	patfu	CACCA	1 2 4	32	12	0	44	0.0	0.0	0.0	0	0	patfu	124.0
patf	CACC	4	patfu	CACCA	1 2 3 4	0	0	0	0				0	0	patfu	124.0
patfu	CACCA	5	patfu	CACCA	1 2 3 4 5	0	0	0	0				368	0	patfu	124.0
patlu	CACCA	5	patlu	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	7	0	patlu	1.0
patxu	CACCA	5	patxu	CACCA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	29	0	patxu	7.0
pev	CAC	3	pe'a	CAA	1 2 	142	20	0	162	0.0	0.0	0.0	0	0	pe'a	162.0
ple	CCA	3	pelji	CACCA	1 3 2	12	6	78	96	0.0	0.0	0.0	0	0	pelji	96.0
pelj	CACC	4	pelji	CACCA	1 2 3 4	0	0	0	0				0	0	pelji	96.0
pelji	CACCA	5	pelji	CACCA	1 2 3 4 5	0	0	0	0				66	0	pelji	96.0
pel	CAC	3	pelxu	CACCA	1 2 3	20	0	0	20	100.0	0.0	0.0	0	0	pelxu	33.0
pelxu	CACCA	5	pelxu	CACCA	1 2 3 4 5	3	0	10	13	0.0	0.0	0.0	112	0	pelxu	33.0
pelx	CACC	4	pelxu	CACCA	1 2 3 4	0	0	0	0				0	0	pelxu	33.0
pelzi	CACCA	5	pelzi	CACCA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	0	0	pelzi	12.0
pemci	CACCA	5	pemci	CACCA	1 2 3 4 5	0	0	127	127	0.0	0.0	100.0	366	0	pemci	233.0
pem	CAC	3	pemci	CACCA	1 2 3	94	12	0	106	0.0	0.0	0.0	0	0	pemci	233.0
pemc	CACC	4	pemci	CACCA	1 2 3 4	0	0	0	0				0	0	pemci	233.0
penbi	CACCA	5	penbi	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	9	0	penbi	2.0
pe'u	CAA	3	pencu	CACCA	1 2 5	0	0	40	40	0.0	0.0	100.0	0	0	pencu	55.0
pec	CAC	3	pencu	CACCA	1 2 4	10	5	0	15	0.0	0.0	0.0	0	0	pencu	55.0
pencu	CACCA	5	pencu	CACCA	1 2 3 4 5	0	0	0	0				1011	0	pencu	55.0
